"ID";"P02_A";"P03";"P04_A";"P04_B";"P05";"P06_A";"P06_B";"P07";"P08_A";"P08_B";"P09";"P10";"P11";"P12";"P13_A";"P13_B";"P14";"P15";"P16_A";"P16_B";"P17";"P18";"P19_B";"P19_C";"P19_D";"P19_E";"P20";"P21_A";"P21_B_1";"P21_B_2";"P21_B_3";"P21_B_4";"P21_B_5";"P21_B_6";"P21_B_7";"P21_8A";"P21_8B";"P21_B_9";"P21_B_10";"P21_B_11";"P21_B_12";"P22";"P23_A";"P23_B";"P23_C";"P23_D";"P23_E";"P23_F";"P23_G";"P23_H";"P23_I";"P24_A";"P24_B";"P24_C";"P24_D";"P25_A";"P25_B";"P25_E";"P26";"P27_A";"V05";"V07";"V08_A";"V08_B";"V09_A";"V09_B";"V09_C";"V09_D";"V10";"V11";"V12_1";"V12_2";"V12_3";"V12_4";"VD_P27_B";"VD12_5";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"W1";"W2"
"4947";52;2;2;;4;1;;2;2;2;97;2;1;3;2;;97;97;2;1;97;97;97;1;97;97;3;2;;;;;;;;;;;;;;;;;;;;;;;;1;97;2;1;97;2;97;97;2;1;3;2;2;1;;;3;2;97;97;97;97;97;;97;5;5;3;1;1;1;97;2;2;6471216,17364217;2056012,892451;6771368,0568895;3421799,78169772;3584496,45170473;2,56727040684444;117785,504239186
"4948";12;2;1;1;2;3;;2;2;2;2;3;3;2;2;;1;2;2;1;1;1;2;2;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;1;2;2;2;2;4;2;1;3;4;1;1;;;1;2;2;1;0;0;1;;0;1;1;3;4;1;1;1;2;2;6858908,59017553;4671519,09130945;9643625,74810525;2399410,71828191;5475108,39068382;0,0504205912948909;1440,1027901108
"4949";41;2;2;;3;3;;2;1;2;3;3;3;2;1;3;1;2;1;2;1;6;2;2;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;2;;;;;;;;;;1;1;1;2;1;2;2;1;1;1;1;4;1;2;1;;5;3;1;1;0;0;1;1;0;4;4;1;4;1;1;1;3;3;12236801,2346068;3787817,15094212;17810307,5704317;5770094,98942702;4490598,96948101;1,12380350157936;11880,5066175961
"4950";11;2;1;1;3;4;;2;2;2;2;2;3;2;2;;1;3;2;1;1;1;1;2;1;2;1;2;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;1;2;1;1;1;2;1;2;2;3;2;2;3;3;2;2;2;2;;2;97;0;0;0;0;;1;1;1;3;2;3;2;97;2;1;6773138,38201185;4671519,09130945;9643625,74810525;2424907,60474098;4488406,66344907;0,131557759684479;7240,82648082871
"4951";28;2;1;97;1;5;5;2;97;1;3;3;3;2;1;2;1;2;2;1;1;2;2;1;2;2;1;1;2;2;2;2;1;1;1;1;2;1;2;1;1;1;1;1;2;2;3;2;2;1;1;1;1;1;2;2;2;2;1;2;1;3;4;1;1;;;97;1;97;0;0;0;0;;1;2;3;3;4;1;1;97;1;3;22937254,8699374;7934345,66230122;27097050,3254786;6474733,97617184;10694694,8990073;0,153357284914487;1022,29328949503
"4952";29;2;2;;2;3;;2;97;2;2;2;2;2;1;2;1;2;2;1;2;3;2;2;2;2;1;1;2;1;2;2;1;2;2;1;2;1;1;1;2;1;1;2;3;3;2;3;2;3;1;1;1;1;2;2;2;2;2;2;2;2;4;2;1;;;6;1;97;1;0;0;1;;0;2;1;2;4;1;1;97;1;2;20907410,4102155;13054252,8137814;5581173,8955491;6474733,97617184;14013646,6711406;1,2480489490795;25521,4176461548
"4953";33;2;2;;2;1;;1;2;2;2;3;6;3;1;2;1;3;2;1;1;6;97;2;2;1;1;1;2;1;2;1;1;2;1;1;2;2;1;1;2;2;;;;;;;;;;97;1;2;2;2;2;2;4;2;1;2;3;2;2;1;;5;1;97;0;0;0;0;;1;3;5;2;2;1;1;97;1;3;37266731,3639616;14834776,5503979;7523864,72812505;11642723,335758;28876180,8506565;14,1317126369828;175190,887086923
"4954";35;2;2;;4;6;;3;97;2;3;3;3;3;2;;1;3;2;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;2;2;97;2;2;4;2;1;2;2;2;2;2;2;;1;97;0;0;0;0;;1;3;5;2;1;3;2;97;1;3;37266731,3639616;14834776,5503979;7523864,72812505;18000789,3565969;28876180,8506565;22,3533025926633;632544,404655586
"4955";28;2;2;;2;3;;2;1;2;2;2;3;3;1;2;1;3;2;1;2;4;2;1;2;2;1;2;;;;;;;;;;;;;;1;2;2;2;2;2;2;3;3;2;1;1;1;2;2;2;2;1;2;1;2;4;2;1;;;2;4;4;0;0;0;0;;1;2;1;2;4;1;1;3;3;3;22937254,8699374;13054252,8137814;5581173,8955491;6474733,97617184;10694694,8990073;0,153357284914487;1990,18358644779
"4956";25;1;2;;1;97;;1;1;2;2;2;3;2;1;1;97;1;2;2;1;1;2;1;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;97;97;1;2;2;2;97;2;2;1;4;1;1;;;2;1;4;0;0;0;0;;1;2;4;1;4;1;1;3;1;3;20907410,4102155;6001726,88331152;10746878,5794495;6474733,97617184;10694694,8990073;0,155717513531593;1087,25336353954
"4957";27;1;2;;2;5;2;1;2;2;3;3;1;2;1;2;1;3;2;2;1;2;97;1;97;97;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;;;;;;;;;;2;2;2;1;2;2;2;4;2;2;97;4;1;97;;;;1;97;0;0;0;0;;1;2;3;3;4;;97;97;1;3;20907410,4102155;7934345,66230122;27097050,3254786;6474733,97617184;10694694,8990073;0,0971978831278741;727,347754142611
"4958";26;2;2;;3;5;5;3;97;2;3;3;3;3;1;3;1;3;2;1;1;2;2;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;;;;;;;;;;2;1;1;2;1;2;2;4;2;1;3;4;2;1;;;2;1;2;0;0;0;0;;1;2;1;3;4;1;1;1;1;1;22937254,8699374;13054252,8137814;27097050,3254786;6474733,97617184;19136323,710005;0,795664170993237;30605,4926523052
"4959";50;1;1;1;3;97;;3;97;2;3;3;97;3;2;;3;3;1;1;1;3;2;2;1;1;1;1;2;1;2;1;1;2;2;1;2;1;1;1;1;2;;;;;;;;;;2;1;1;1;2;2;2;4;2;2;1;3;1;1;;;1;97;2;0;0;0;0;;1;5;1;1;3;1;1;1;97;3;6175398,59426123;3709383,01387224;4472565,30371772;3698976,34110253;5140756,49169244;0,183858511275473;8770,00567187155
"4960";27;97;2;;4;97;;3;2;2;3;3;1;3;1;3;97;2;2;97;1;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;;;;;;;;;;97;1;2;2;97;2;1;4;2;1;3;1;;2;2;2;;1;2;1;0;0;1;;0;2;5;3;1;3;2;1;1;3;22937254,8699374;7668933,99399618;27097050,3254786;17089583,3906671;10694694,8990073;0,194395766255748;9095,69425110056
"4961";42;1;2;;2;5;5;2;2;2;3;2;1;2;1;2;1;2;2;1;1;5;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;2;2;2;3;2;1;2;1;2;1;1;2;2;2;1;4;1;1;;;4;1;5;0;0;0;0;;1;4;1;1;4;1;1;3;1;2;11790662,3027841;6174721,93567261;17810307,5704317;5770094,98942702;10688606,2270338;0,716100169557645;35025,0313888214
"4962";26;2;2;;4;3;;2;2;2;97;97;2;3;1;2;1;2;2;1;1;2;2;1;2;97;1;1;2;1;2;2;1;2;2;2;2;2;2;1;1;2;;;;;;;;;;1;1;97;2;1;2;2;4;2;1;3;4;1;1;;;5;2;2;0;0;0;0;;1;2;2;3;4;1;1;1;2;3;22937254,8699374;9185405,92676254;27097050,3254786;6474733,97617184;10694694,8990073;0,795664170993237;7113,75980066187
"4963";51;1;2;;2;3;;2;1;2;3;3;2;3;1;2;2;2;1;2;1;2;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;1;3;1;1;;;5;1;5;0;0;0;0;;1;5;4;1;3;1;1;3;1;2;6175398,59426123;1828442,81648708;4472565,30371772;3698976,34110253;3584496,45170473;0,286800299223655;12619,4886822043
"4964";23;1;1;2;2;3;;1;97;2;3;3;3;3;1;2;1;2;1;2;1;2;2;2;2;1;1;1;1;2;2;2;2;97;97;1;2;2;2;2;1;1;2;3;3;3;3;3;3;3;2;2;1;2;2;1;2;2;4;2;2;3;4;1;1;;;1;1;2;0;0;0;0;;1;2;2;3;4;1;1;1;1;3;20907410,4102155;9185405,92676254;27097050,3254786;6474733,97617184;10694694,8990073;0,849862992295481;8529,67550581663
"4965";14;1;2;;1;97;;1;1;2;3;2;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;;;;;;;;;;2;2;2;1;1;1;1;4;2;2;3;6;;1;;;2;5;5;0;0;0;0;;1;1;3;3;4;1;1;3;3;2;6773138,38201185;2440573,74107289;9643625,74810525;2399410,71828191;5475108,39068382;0,0461849661679657;839,350012453971
"4966";32;2;2;;2;5;2;2;97;1;3;2;97;3;1;2;3;2;2;2;1;3;2;2;2;97;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;97;97;2;1;97;1;4;2;1;1;4;1;2;2;2;;1;3;0;0;0;0;;1;3;2;1;4;3;2;2;1;1;37266731,3639616;14370447,1480955;36770761,9610572;18345076,3941771;14459139,9055021;0,395036302215719;10752,5098690581
"4967";29;2;2;;4;1;;3;2;2;2;2;3;3;2;;1;3;2;2;1;3;2;2;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;2;2;1;2;2;4;2;1;3;4;1;2;2;2;;1;2;0;0;0;0;;1;2;2;3;4;3;2;1;1;3;22937254,8699374;9185405,92676254;27097050,3254786;6474733,97617184;10694694,8990073;1,2480489490795;11158,3765700259
"4968";12;2;2;;1;5;2;1;1;1;3;2;1;2;1;2;1;3;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;3;2;2;1;2;2;1;2;2;1;2;2;4;1;2;3;4;1;1;;;2;1;2;0;0;0;0;6;1;1;2;3;4;1;1;1;1;2;6773138,38201185;2888659,36430057;9643625,74810525;2399410,71828191;5475108,39068382;0,0504205912948909;953,199262461656
"4969";53;1;2;;2;3;;1;2;2;1;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;2;2;1;2;1;1;1;1;2;;;;;;;;;;2;1;2;2;2;2;2;1;1;1;3;4;1;1;;;2;3;4;0;0;0;0;97;1;5;3;3;4;1;1;3;3;3;6471216,17364217;2338299,3457835;6771368,0568895;3283461,63546948;5140756,49169244;0,33302706850512;2769,41036941986
"4970";33;2;2;;4;1;;2;2;2;2;2;3;3;1;3;1;3;2;1;1;2;1;2;2;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;2;2;2;4;2;1;3;3;1;2;2;1;;2;2;0;1;0;1;;0;3;3;3;3;2;2;1;2;1;37266731,3639616;12935558,7172738;26349818,4883615;23585402,4563219;14459139,9055021;1,73211324865457;56390,584659305
"4971";12;2;1;1;4;5;2;2;1;2;3;3;1;3;1;1;1;3;2;2;1;6;1;1;1;1;1;2;;;;;;;;;;;;;;1;2;3;3;3;3;2;3;1;3;2;1;2;1;2;1;1;4;2;2;1;4;1;2;2;2;;1;3;0;0;0;0;;1;1;5;1;4;3;2;2;1;2;6773138,38201185;1880529,03586771;2582600,48691994;2399410,71828191;5475108,39068382;0,0168068637649636;354,523218991357
"4972";14;1;1;1;1;5;2;1;1;1;3;3;4;3;1;1;1;2;2;1;1;1;2;1;2;2;1;1;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;2;1;2;3;3;3;1;2;1;1;1;1;2;2;2;3;2;1;3;4;1;1;;;4;2;4;0;0;0;0;;1;1;1;3;4;1;1;3;2;2;6858908,59017553;4671519,09130945;9643625,74810525;2399410,71828191;5475108,39068382;0,0461849661679657;1319,1257169251
"4973";27;2;1;1;2;5;5;1;97;2;2;2;1;97;1;2;3;2;2;1;1;3;2;2;2;2;1;1;2;2;2;1;1;2;1;1;2;1;1;1;1;2;;;;;;;;;;1;1;1;2;1;2;2;4;1;1;3;3;1;2;2;2;;4;2;1;1;0;1;1;0;2;1;3;3;3;2;1;3;2;22937254,8699374;13054252,8137814;27097050,3254786;12966305,9052789;14013646,6711406;0,388791532511496;16652,2908954355
"4974";13;2;2;;4;1;;1;2;2;2;3;3;2;1;2;1;2;1;1;1;2;2;1;2;1;3;1;2;1;1;2;;;2;;;;2;2;2;;;;;;;;;;;2;1;2;2;2;2;2;4;1;1;3;2;2;2;2;2;;1;2;1;0;0;1;1;0;1;3;3;1;3;2;1;1;3;6858908,59017553;2440573,74107289;9643625,74810525;4476107,8973058;3668531,91805448;1,30428124374651;37686,8703599268
"4975";35;2;1;2;4;1;;3;1;2;3;3;1;3;1;3;1;3;2;1;2;4;2;2;1;2;1;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;;;;;;;;;;2;1;1;2;2;2;2;4;1;1;3;3;1;1;;;1;4;2;0;0;0;0;1;1;3;2;3;3;1;1;1;3;2;37266731,3639616;14370447,1480955;26349818,4883615;23585402,4563219;28238670,7866954;8,11800670859218;244924,738369055
"4976";22;2;2;;2;4;;2;2;2;3;3;3;3;1;2;1;2;1;1;1;5;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;;;;;;1;2;2;1;2;2;2;97;97;1;97;3;2;1;;;3;4;2;1;0;0;1;;0;2;4;3;2;1;1;1;3;3;22937254,8699374;6001726,88331152;27097050,3254786;7314042,008035;10694694,8990073;0,911948694568612;11233,9331877008
"4977";15;1;2;;4;5;1;2;97;2;2;2;1;2;1;2;1;2;2;1;1;1;1;1;1;2;1;1;2;1;2;1;1;2;2;2;2;2;1;1;1;2;;;;;;;;;;2;2;2;2;2;2;2;3;1;1;3;2;1;2;2;1;;2;2;0;0;0;0;2;1;1;2;3;2;2;2;1;2;2;6858908,59017553;2888659,36430057;9643625,74810525;2424907,60474098;5475108,39068382;0,56143908756424;10428,9346994924
"4978";29;2;2;;2;1;;1;1;1;2;2;1;97;1;2;1;2;1;1;1;97;97;1;97;97;1;1;1;1;1;2;1;1;1;1;2;1;1;1;2;2;;;;;;;;;;1;2;97;2;2;2;2;97;2;2;1;3;1;2;2;2;;1;97;0;0;0;0;;1;2;5;1;3;3;2;97;1;2;20907410,4102155;7668933,99399618;10746878,5794495;12966305,9052789;14013646,6711406;1,2480489490795;33441,0945194949
"4979";13;2;2;;4;5;1;2;2;2;3;3;3;2;2;;2;2;1;1;1;3;2;1;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;2;2;2;2;1;4;2;1;3;3;2;1;;;5;2;3;1;0;0;1;;0;1;1;3;2;1;1;2;2;3;6858908,59017553;4671519,09130945;9643625,74810525;2424907,60474098;3668531,91805448;0,869520829164337;21010,4147417366
"4980";33;2;2;;3;1;;2;2;2;2;3;3;97;1;3;1;2;2;1;1;2;2;1;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;1;2;2;2;2;4;2;1;2;4;2;1;;;5;1;97;1;0;0;1;;0;3;1;2;4;1;1;97;1;2;37266731,3639616;18615364,7082317;7523864,72812505;18345076,3941771;28238670,7866954;1,15474216576971;29663,5391557251
"4981";27;2;2;;3;5;1;2;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;97;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;2;2;2;4;2;1;3;1;;2;2;2;;1;2;0;0;0;0;;1;2;5;3;1;3;2;1;1;2;22937254,8699374;7668933,99399618;27097050,3254786;17089583,3906671;14013646,6711406;0,194395766255748;12767,5069557396
"4982";22;2;1;1;2;1;;1;2;2;2;2;1;2;1;2;2;3;1;1;2;5;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;;;;;;;;;;1;2;2;2;1;2;1;2;1;2;3;3;2;1;;;5;1;2;1;0;0;1;2;0;2;5;3;2;1;1;1;1;3;20907410,4102155;7668933,99399618;27097050,3254786;7314042,008035;10694694,8990073;0,211582549762385;4017,03792514846
"4983";31;2;1;1;4;5;1;2;1;1;1;1;1;1;1;2;1;1;1;2;1;4;1;1;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;2;1;2;1;2;4;2;2;1;3;1;2;2;1;;1;2;1;0;0;1;;0;3;2;1;3;2;2;1;1;3;34307260,1788924;14370447,1480955;36770761,9610572;23585402,4563219;28876180,8506565;6,23084271670479;163677,183155179
"4984";27;2;1;2;4;2;;1;2;2;3;3;1;3;1;2;2;3;1;1;1;6;2;1;2;2;3;1;2;1;1;2;;;2;;;;2;1;2;;;;;;;;;;;1;1;2;2;2;2;2;4;2;1;3;2;2;2;1;;7;1;2;1;0;0;1;;0;2;3;3;1;1;1;1;1;1;22937254,8699374;7934345,66230122;27097050,3254786;17089583,3906671;19136323,710005;0,971978831278741;88877,7901391465
"4985";16;1;2;;1;1;;2;2;1;2;2;2;3;1;2;1;1;1;2;1;6;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;1;1;1;1;2;;;;;;;;;;2;1;1;2;2;1;1;4;2;1;3;2;1;2;2;1;;2;2;1;0;0;1;;0;1;1;3;2;2;2;1;2;3;6858908,59017553;4671519,09130945;9643625,74810525;2424907,60474098;3668531,91805448;0,234754682078933;5672,42677531158
"4986";15;1;1;1;2;5;4;1;1;2;2;2;5;3;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;1;1;1;1;2;2;2;2;3;3;1;3;3;2;1;2;1;1;1;2;2;2;1;1;4;1;1;;;1;2;97;0;0;0;0;;1;1;2;1;4;1;1;97;2;3;6858908,59017553;2888659,36430057;2582600,48691994;2399410,71828191;3668531,91805448;0,56143908756424;5835,53984997778
"4987";42;2;2;;4;3;;1;2;2;2;2;1;3;2;;1;3;2;1;1;3;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;;;;;;2;1;2;2;1;2;1;4;2;1;3;1;;2;2;2;;1;2;0;0;0;0;;1;4;3;3;1;3;2;1;1;3;12236801,2346068;4174819,25961168;4879278,13486164;7064179,9295587;4490598,96948101;0,716100169557645;13672,1693185581
"4988";21;2;1;2;4;4;;2;2;2;3;3;3;3;1;2;1;3;2;2;1;2;1;2;2;1;2;1;1;1;2;1;2;2;2;2;1;2;2;1;1;2;;;;;;;;;;1;1;1;1;2;2;97;4;2;1;4;2;1;2;2;2;;3;2;0;0;0;0;;1;2;4;4;2;3;2;1;3;2;22937254,8699374;6001726,88331152;419562,47967567;7314042,008035;14013646,6711406;2,87806989698184;8605,72423544529
"4989";42;3;2;;4;1;;2;2;2;3;3;3;2;1;2;1;2;1;1;2;5;2;2;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;97;2;2;2;2;4;2;1;1;2;2;1;;;1;1;97;0;0;0;0;;1;4;3;1;1;1;1;97;1;1;12236801,2346068;4174819,25961168;17810307,5704317;7064179,9295587;8848258,34087613;0,716100169557645;66553,2933051655
"4990";25;2;1;2;1;6;;1;2;97;2;2;1;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;3;1;2;2;1;2;2;2;2;2;4;1;1;3;4;1;2;1;;7;2;3;1;0;0;1;97;0;2;2;3;4;1;1;2;2;2;22937254,8699374;9185405,92676254;27097050,3254786;6474733,97617184;14013646,6711406;0,23357627029739;2931,35464608473
"4991";41;1;2;;2;1;;2;2;2;2;3;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;;;;;;;;;;1;1;2;2;1;1;2;4;2;1;3;3;1;2;2;1;;1;3;1;0;0;1;;0;4;3;3;3;2;2;2;1;2;12236801,2346068;4174819,25961168;4879278,13486164;6877258,89129001;10688606,2270338;4,03839993227721;28507,4529348971
"4992";13;2;1;2;2;5;1;2;2;2;3;3;2;2;1;3;1;2;1;1;1;3;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;1;1;1;2;;;;;;;;;;1;1;1;2;2;2;2;4;2;2;3;3;1;1;;;4;1;3;0;0;0;0;;1;1;3;3;3;1;1;2;1;3;6773138,38201185;2440573,74107289;9643625,74810525;4331620,75185869;3668531,91805448;0,434760414582168;9082,19318145344
"4993";29;2;1;1;1;3;;1;2;2;3;3;2;3;1;2;1;1;2;2;1;3;2;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;;;;;;;;;;1;2;2;2;1;1;1;4;2;2;3;4;1;1;;;4;2;3;0;0;0;0;;1;2;3;3;4;1;1;2;2;3;20907410,4102155;7934345,66230122;27097050,3254786;6474733,97617184;10694694,8990073;1,2480489490795;9339,35566249684
"4994";17;2;2;;1;4;;1;1;2;2;2;1;3;1;1;1;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;3;3;1;1;1;1;2;2;2;2;2;1;1;1;3;4;1;1;;;1;2;5;0;0;0;0;1;1;1;1;3;4;1;1;3;2;2;6858908,59017553;4671519,09130945;9643625,74810525;2399410,71828191;5475108,39068382;0,117290313156604;3350,0223399187
"4995";29;2;2;;2;3;;1;1;1;2;2;3;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;1;2;2;2;2;2;3;1;3;3;1;1;1;1;2;2;2;4;1;2;2;2;2;1;;;1;1;2;0;0;0;0;1;1;2;4;2;1;1;1;1;1;3;20907410,4102155;6001726,88331152;5581173,8955491;17089583,3906671;10694694,8990073;0,624024474539748;20218,5989461243
"4996";50;1;1;2;1;3;;1;1;2;3;3;3;2;1;1;1;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;3;4;1;1;;;1;2;4;0;0;0;0;;1;5;2;3;4;1;1;3;2;3;6175398,59426123;2714476,69930958;6771368,0568895;3283461,63546948;5140756,49169244;0,183858511275473;2541,00772767679
"4997";17;1;2;;1;5;1;1;1;1;2;2;3;2;1;2;1;2;1;2;1;3;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;1;2;;;;;;;;;;2;2;2;1;2;1;1;4;2;2;1;2;1;1;;;4;1;4;0;0;0;0;;1;1;3;1;2;1;1;3;1;2;6773138,38201185;2440573,74107289;2582600,48691994;2424907,60474098;5475108,39068382;0,0586451565783018;1821,29195799083
"4998";51;2;1;2;1;3;;1;1;1;3;3;3;2;1;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;;;;;;;;;;2;2;1;2;1;1;1;3;2;2;2;4;1;1;;;1;1;3;0;0;0;0;;1;5;3;2;4;1;1;2;1;3;6175398,59426123;2338299,3457835;1277187,21734867;3283461,63546948;5140756,49169244;0,286800299223655;2923,62982771562
"4999";35;2;1;1;2;1;;1;97;2;3;3;6;3;1;2;1;3;2;1;2;5;2;2;2;2;1;1;2;1;1;1;1;1;1;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;2;1;97;2;1;1;2;1;4;1;1;;;1;3;97;0;0;0;0;1;1;3;3;1;4;1;1;97;3;3;34307260,1788924;12935558,7172738;36770761,9610572;18345076,3941771;28876180,8506565;8,11800670859218;161411,301290844
"5000";31;2;1;2;2;2;;1;1;2;3;3;5;3;1;2;1;2;2;1;1;2;1;1;1;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2;;;;;;;;;;2;2;2;1;2;2;2;3;2;2;1;4;1;1;;;1;2;5;0;0;0;0;;1;3;3;1;4;1;1;3;2;1;34307260,1788924;12935558,7172738;36770761,9610572;18345076,3941771;14459139,9055021;2,07694757223493;49744,0822814688
"5001";32;2;1;2;4;1;;1;2;2;2;3;5;2;1;3;1;2;2;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;1;1;2;2;2;;;;;;;;;;1;1;2;2;1;2;2;4;2;1;1;3;1;2;2;1;;2;2;1;0;0;1;;0;3;1;1;3;2;2;1;2;2;37266731,3639616;18615364,7082317;36770761,9610572;23585402,4563219;28238670,7866954;0,395036302215719;27466,6004802643
"5002";24;3;2;;2;1;;2;2;2;3;3;1;3;2;;2;3;2;2;1;1;2;1;2;1;2;1;1;1;2;2;1;2;2;1;2;1;2;1;1;2;;;;;;;;;;2;2;2;2;2;2;2;4;2;1;5;2;2;2;1;;5;2;2;1;0;0;1;;0;2;3;4;1;1;1;1;2;1;22937254,8699374;7934345,66230122;419562,47967567;17089583,3906671;19136323,710005;0,257831607001397;4076,87132546789
"5003";26;2;1;1;2;5;5;1;2;2;2;2;3;2;1;2;1;1;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;1;1;2;1;2;;;;;;;;;;2;1;1;2;2;2;2;4;2;2;3;6;;1;;;1;2;97;97;97;97;97;;97;2;2;3;4;1;1;97;2;2;20907410,4102155;9185405,92676254;27097050,3254786;6474733,97617184;14013646,6711406;0,795664170993237;11209,4329487822
"5004";27;2;1;2;1;3;;1;1;1;1;1;5;1;1;1;1;2;2;1;2;6;2;1;1;2;2;1;1;1;2;1;2;1;2;2;2;2;1;2;2;1;2;1;2;2;3;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;6;;1;;;2;2;4;0;0;0;0;1;1;2;4;1;4;1;1;3;2;3;22937254,8699374;6001726,88331152;10746878,5794495;6474733,97617184;10694694,8990073;0,194395766255748;1209,11025609525
"5005";32;2;1;1;3;1;;1;97;1;2;1;2;2;2;;3;2;1;1;1;1;2;2;2;1;1;1;1;1;2;1;1;2;1;1;2;2;1;2;2;2;;;;;;;;;;1;1;2;2;2;2;1;4;1;2;3;3;1;1;;;5;5;2;1;0;0;1;1;0;3;3;3;3;1;1;1;3;2;34307260,1788924;12935558,7172738;26349818,4883615;23585402,4563219;28238670,7866954;0,197518151107859;5243,64528280098
"5006";25;2;2;;3;1;;2;2;2;2;2;2;2;1;2;1;2;2;1;2;4;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;3;2;2;2;3;2;2;1;1;1;1;2;2;2;4;1;2;1;2;1;2;1;;5;2;2;0;0;0;0;1;1;2;3;1;2;1;1;1;2;3;20907410,4102155;7934345,66230122;10746878,5794495;7314042,008035;10694694,8990073;0,23357627029739;3443,1272265357
"5007";12;2;2;;4;3;;2;2;2;3;2;3;3;1;2;1;2;1;1;1;2;1;1;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;1;2;1;1;1;4;2;2;3;3;1;2;2;2;;2;5;0;0;0;0;;1;1;3;3;3;3;2;3;2;2;6773138,38201185;2440573,74107289;9643625,74810525;4331620,75185869;5475108,39068382;0,100841182589782;3416,80797063299
