"ID";"P03";"P05";"P06";"P07";"P08";"P09";"P10";"P11_1";"P11_2";"P11_3";"P12";"P13";"P14";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_1";"P18_2";"P18_3";"P18_4";"P19";"P20_1";"P20_2";"P20_3";"P20_4";"P20_5";"P20_6";"P21_1";"P21_2";"P21_3";"P21_4";"P22";"P23";"P27";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P37";"P38";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"W1";"W2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_TRAB"
"2407";11;1;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;2;;2;3;3;2;1;;;1;3;4;3;1;3;2;1;1;3;1;2;0,714900526151068;37912,4707806646;33575137,8555733;17647679,2898346;27019219,8719441;11608593,6347444;42303566,6020097
"2408";17;2;2;2;2;3;2;2;2;2;1;2;97;1;97;2;2;1;2;3;2;2;3;2;1;1;1;1;3;3;2;3;3;4;3;3;1;2;3;3;1;2;7;;1;4;2;2;4;3;3;2;2;1;1;3;0,821584648082701;9289,53699711185;20598732,7713667;6394384,36569069;27680342,4585361;11625346,6476257;3546646,40439905
"2409";9;3;3;2;2;2;2;1;2;2;1;2;3;1;2;1;2;1;2;2;1;1;1;4;1;1;1;2;3;1;2;2;2;3;4;3;2;1;1;4;1;1;;;1;2;3;5;3;1;4;1;1;2;1;1;0,321052016154404;9231,71268485291;6576785,59605944;2422682,73111292;4456488,23198482;2974499,82286506;7845449,59832215
"2410";5;97;2;2;97;4;97;2;2;2;2;2;1;1;3;3;97;2;97;4;3;2;2;3;3;2;97;3;3;97;97;2;4;3;3;4;;2;1;1;;1;;;8;;2;2;4;1;1;1;1;1;3;1;0,755170267894973;101433,395203613;20598732,7713667;6394384,36569069;10459729,3625997;18999137,1726723;21249094,3854223
"2411";14;1;1;1;4;2;2;2;2;2;3;2;1;1;2;1;2;1;2;1;3;2;2;1;2;2;2;3;3;97;2;97;3;3;3;1;;2;3;3;1;2;7;;2;1;4;1;1;3;3;3;2;3;2;2;0,233722191703076;17322,2354945936;6445651,30382502;4323565,77363878;9550655,77936565;3745107,25072326;4904549,87655466
"2412";13;2;1;1;5;2;2;1;2;2;1;97;2;1;2;4;1;2;1;1;4;1;1;4;2;1;4;4;4;4;4;4;4;4;1;1;;1;3;3;1;1;;;1;97;3;5;4;3;3;1;1;2;1;3;0,305569392481133;6725,7092272038;6576785,59605944;1986741,61793614;6774440,12421244;3442194,137924;7845449,59832215
"2413";19;1;2;3;5;2;1;1;2;2;2;1;1;2;;2;3;2;3;2;3;1;2;3;2;1;2;3;2;2;3;2;2;4;3;3;2;2;1;3;1;1;;;1;4;4;3;3;1;3;1;1;3;1;1;1,56230955803067;67724,2683184825;33575137,8555733;12559183,0844821;36246752,5612894;22358434,1987158;42303566,6020097
"2414";10;1;2;1;1;3;2;2;2;2;1;2;2;1;2;1;3;1;1;4;2;1;2;1;2;2;2;2;1;2;2;1;4;1;3;2;;2;3;3;2;1;;;1;3;2;2;1;3;2;1;1;1;1;1;0,777928426917938;30678,3684422281;20598732,7713667;12210356,2330292;27680342,4585361;6779353,17294315;21249094,3854223
"2415";20;2;1;1;1;1;1;1;2;2;1;2;2;2;;1;3;1;4;2;3;1;3;4;2;2;3;4;1;1;3;2;1;4;3;2;;1;1;4;2;2;6;1;3;4;2;2;1;1;4;2;2;1;3;3;2,62494939825899;22873,9239385339;23109951,3510767;12210356,2330292;10459729,3625997;6304847,12920219;3546646,40439905
"2416";1;2;2;1;4;4;3;2;2;2;2;2;97;1;2;1;1;97;1;1;1;1;1;1;97;1;4;1;1;97;97;1;1;4;4;1;;2;3;3;1;1;;;2;1;2;1;1;3;3;1;1;1;2;2;0,230494314075317;11347,6045155604;6445651,30382502;4323565,77363878;9550655,77936565;3745107,25072326;7350973,73893233
"2417";11;3;2;1;6;4;2;1;2;2;1;2;3;1;2;2;4;2;2;3;3;2;2;4;2;2;1;2;1;2;2;1;4;4;4;3;2;1;3;4;2;1;;;2;2;3;3;1;3;4;1;1;2;2;2;1,42980105230214;51526,5783034467;37785788,021294;17647679,2898346;27019219,8719441;16986541,0890921;42303566,6020097
"2418";24;2;2;3;4;3;3;2;2;2;3;2;1;1;3;2;1;2;2;2;2;2;1;1;1;1;1;1;2;3;1;1;4;2;1;3;97;2;1;3;1;1;;;1;3;2;4;4;1;3;1;1;1;1;1;0,500909338938383;16146,086670144;11515515,6430074;4145961,67702737;17934317,9494049;6496943,75539045;14678916,5657496
"2419";8;2;1;1;4;2;1;2;2;2;1;1;2;1;2;1;3;1;1;2;2;1;2;3;1;1;2;4;1;1;2;1;3;4;4;3;2;2;3;4;1;1;;;8;;3;3;1;3;4;1;1;2;3;1;2,58416340885915;96700,7853609902;33575137,8555733;17647679,2898346;27019219,8719441;16986541,0890921;42303566,6020097
"2420";26;1;1;1;5;2;3;2;2;2;1;2;1;1;2;2;3;2;2;2;1;1;1;3;2;1;2;3;3;2;1;2;3;3;4;3;2;1;1;3;1;1;;;3;3;3;3;4;1;3;1;1;2;3;2;1,68017555134875;45402,1029150122;37785788,021294;11827409,4960741;36246752,5612894;22358434,1987158;42303566,6020097
"2421";2;97;2;97;2;4;97;1;2;2;1;2;1;2;;2;2;2;2;1;3;2;2;3;2;2;2;2;2;3;2;2;2;3;3;2;;2;1;3;2;1;;;1;4;2;2;3;1;2;1;1;1;1;2;0,781957643027918;15268,5878959042;20598732,7713667;7605298,17259807;10459729,3625997;6779353,17294315;21249094,3854223
"2422";14;1;2;1;1;2;1;2;2;2;2;2;2;1;3;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;3;3;3;3;2;1;3;4;2;1;;;2;3;3;1;1;3;4;1;1;2;2;3;0,934888766812302;42407,1780579777;6782295,47091322;4323565,77363878;9550655,77936565;2248311,9098027;7350973,73893233
"2423";14;3;3;1;7;4;2;1;1;2;1;2;1;1;2;1;2;1;2;2;3;2;3;3;3;1;2;1;2;2;1;1;4;3;4;3;1;1;3;3;1;2;6;1;8;;2;1;1;3;3;2;2;1;3;3;0,701166575109227;5033,84744589788;6782295,47091322;4323565,77363878;9550655,77936565;3745107,25072326;972423,15925125
"2424";9;1;2;1;4;1;1;1;2;2;1;1;1;1;1;1;3;1;2;2;1;1;3;3;2;1;1;3;1;1;2;2;2;4;3;2;;2;3;3;1;1;;;2;2;4;5;4;3;3;1;1;3;2;2;0,668302561608204;17051,7831767115;6003369,09289076;1986741,61793614;6774440,12421244;3442194,137924;7845449,59832215
"2425";16;2;2;2;4;2;1;97;2;2;1;1;2;1;1;1;3;1;2;2;3;1;1;3;1;1;1;2;4;1;1;1;3;4;3;2;;1;3;4;1;1;;;1;4;4;2;3;3;4;1;1;3;1;3;0,428061344879602;3934,45476158513;23109951,3510767;7605298,17259807;27680342,4585361;6304847,12920219;21249094,3854223
"2426";9;97;3;1;6;1;2;2;1;2;1;1;1;2;;1;3;3;2;3;1;1;1;3;3;1;1;1;3;3;2;1;2;4;3;2;;1;1;3;1;2;7;;1;1;2;5;4;1;3;2;2;1;1;1;0,321052016154404;2078,0548141931;6576785,59605944;1986741,61793614;4456488,23198482;3442194,137924;856244,0817912
"2427";24;2;3;97;2;3;1;2;2;2;1;2;1;1;2;2;3;1;3;3;1;2;1;2;2;1;2;3;2;3;2;3;4;3;3;4;;1;1;2;2;2;2;;1;3;2;4;5;1;1;2;2;1;1;2;0,500909338938383;9944,24470690988;12541491,9498028;5343809,44930734;17934317,9494049;8016320,58973676;1261096,76224488
"2428";9;2;2;1;5;4;3;2;2;2;2;2;1;1;2;4;3;2;3;3;4;2;2;2;1;2;1;1;2;3;1;2;4;4;4;3;2;2;3;3;1;2;3;;2;3;97;5;2;3;3;2;2;97;2;2;0,160526008077202;1028,95236301693;6003369,09289076;2556764,80999093;6774440,12421244;3442194,137924;856244,0817912
"2429";24;3;2;2;4;4;3;97;2;2;3;2;1;1;2;1;97;2;2;2;2;2;1;3;2;2;1;3;3;3;1;1;4;3;4;3;97;1;3;2;2;1;;;2;2;3;4;3;3;1;1;1;2;2;2;0,429350861947185;27893,5755828016;12541491,9498028;4175455,30097931;4807349,31831882;8016320,58973676;14678916,5657496
"2430";19;2;2;3;5;4;2;1;2;2;3;2;2;2;;1;2;2;2;2;97;1;2;2;3;1;2;3;3;1;1;4;4;4;4;2;;1;3;1;;1;;;1;5;2;3;3;3;1;1;1;1;1;3;1,56230955803067;58433,1848320699;37785788,021294;12559183,0844821;27019219,8719441;20407356,954315;42303566,6020097
"2431";20;3;3;3;6;1;2;1;2;2;2;2;1;1;2;1;3;1;2;2;2;2;1;4;2;1;1;2;4;2;1;4;4;4;4;4;;1;1;4;1;1;;;1;3;4;2;3;1;4;1;1;3;1;2;0,874983132752996;11043,2058814127;23109951,3510767;7605298,17259807;10459729,3625997;6304847,12920219;21249094,3854223
"2432";16;2;3;3;2;2;3;97;2;2;2;3;1;1;2;2;2;1;4;3;2;1;1;3;3;2;1;4;2;2;2;4;4;3;4;3;2;1;3;6;;1;;;1;1;3;2;5;3;4;1;1;2;1;1;0,856122689759204;7002,04371592553;23109951,3510767;8573721,61714235;27680342,4585361;6304847,12920219;21249094,3854223
"2433";12;2;2;97;4;1;2;1;1;1;1;3;1;1;3;3;2;3;1;4;3;1;3;4;1;3;3;3;1;3;4;1;2;4;2;2;;2;3;4;1;1;;;2;1;4;5;3;3;4;1;1;3;2;3;0,139149611685929;3193,11574680935;6003369,09289076;2422682,73111292;6774440,12421244;2974499,82286506;7845449,59832215
"2434";4;1;2;1;2;3;2;1;2;2;2;2;1;1;2;1;1;2;2;2;2;1;2;2;1;1;1;2;2;2;1;1;4;4;2;1;;1;3;3;1;2;1;;8;;2;1;1;3;3;3;2;1;3;1;0,307058190593697;22726,1526684169;6782295,47091322;4323565,77363878;9550655,77936565;3745107,25072326;4904549,87655466
"2435";16;1;1;2;6;3;1;2;2;2;2;2;1;1;1;1;3;2;3;2;3;2;2;3;2;2;2;1;3;3;2;3;3;3;4;3;2;1;3;4;1;1;;;1;4;2;2;1;3;4;1;1;1;1;3;0,856122689759204;21822,6992629061;23109951,3510767;12210356,2330292;27680342,4585361;6304847,12920219;21249094,3854223
"2436";18;3;2;1;2;1;2;1;2;2;2;2;1;1;2;1;2;1;2;2;3;1;1;3;2;1;3;3;3;3;1;4;4;4;3;1;;2;1;3;1;1;;;2;1;3;4;3;1;3;1;1;2;2;1;0,516950255002377;21833,1383851;11515515,6430074;4175455,30097931;17934317,9494049;6496943,75539045;14678916,5657496
"2437";14;1;2;2;4;4;3;2;2;2;3;1;1;1;2;1;1;1;1;4;1;1;1;1;2;1;1;1;3;3;3;1;1;4;2;3;2;2;3;2;2;1;;;1;4;2;1;3;3;1;1;1;1;1;2;0,233722191703076;33039,8742845949;6445651,30382502;2362182,97600896;9550655,77936565;4880767,54450081;7350973,73893233
"2438";26;2;2;2;4;1;2;1;2;2;1;2;1;1;2;1;2;1;3;1;3;1;2;4;2;1;1;2;4;2;2;3;2;3;4;2;;1;1;4;1;1;;;1;3;3;3;3;1;4;1;1;2;1;1;1,68017555134875;39369,8054383891;37785788,021294;12559183,0844821;36246752,5612894;16986541,0890921;42303566,6020097
"2439";6;1;1;2;5;1;2;1;2;2;2;2;2;1;1;1;2;1;3;2;3;1;2;4;2;3;2;4;1;1;2;2;1;2;4;3;2;2;3;4;1;1;;;1;1;4;2;5;3;4;1;1;3;1;3;0,406178178942918;4376,52388174034;20598732,7713667;8573721,61714235;27680342,4585361;6304847,12920219;21249094,3854223
"2440";14;2;3;1;3;2;1;2;2;2;2;2;1;1;2;3;3;1;3;3;3;3;3;4;2;1;1;1;4;2;1;4;4;4;4;3;1;1;3;3;1;2;6;1;1;2;2;1;1;3;3;2;2;1;1;3;0,233722191703076;1677,94914863263;6782295,47091322;4323565,77363878;9550655,77936565;3745107,25072326;972423,15925125
"2441";16;3;3;1;6;2;1;1;2;1;2;2;1;1;2;1;2;1;1;2;1;1;1;2;1;1;2;4;2;3;1;2;2;1;3;1;;2;3;2;1;2;6;1;8;;2;2;2;3;2;2;2;1;3;2;0,856122689759204;4263,20350482261;20598732,7713667;8924923,73398304;27680342,4585361;6779353,17294315;3546646,40439905
"2442";14;2;2;1;3;2;1;2;2;2;3;2;1;1;1;2;4;2;3;3;2;1;2;4;2;1;1;1;4;3;1;2;4;2;4;1;;2;97;3;1;2;3;;8;;2;1;1;3;3;2;2;1;3;2;0,233722191703076;1680,26410585856;6445651,30382502;4323565,77363878;9550655,77936565;3745107,25072326;972423,15925125
"2443";14;3;3;1;1;2;2;1;2;2;1;2;1;1;2;1;4;1;1;1;1;1;1;4;2;1;1;4;3;3;1;4;4;4;4;4;;1;3;3;1;2;2;;1;3;2;1;5;3;3;2;2;1;1;2;0,701166575109227;3473,36766000295;6782295,47091322;2005134,21920363;9550655,77936565;3745107,25072326;972423,15925125
"2444";1;2;2;1;4;2;2;2;1;2;2;2;1;1;2;2;3;2;2;2;3;2;3;2;2;3;2;3;2;2;3;3;3;4;3;3;2;2;3;3;1;2;3;;2;2;97;1;1;3;3;3;2;97;2;1;0,230494314075317;17083,0025145828;6445651,30382502;4323565,77363878;9550655,77936565;3745107,25072326;4904549,87655466
"2445";9;3;3;3;7;1;1;1;1;1;1;2;1;1;2;1;4;1;3;4;1;3;2;4;1;1;1;3;4;3;1;2;4;2;4;1;;1;3;4;1;1;;;8;;5;5;2;3;4;1;1;3;3;3;0,321052016154404;5729,12045405344;6576785,59605944;2556764,80999093;6774440,12421244;2974499,82286506;7845449,59832215
"2446";9;2;2;1;4;4;2;2;2;2;2;2;1;1;2;1;4;2;1;1;1;1;1;1;2;1;2;4;2;1;1;2;3;3;3;2;;2;3;4;2;1;;;1;4;3;5;1;3;4;1;1;2;1;3;0,321052016154404;11493,1378836304;6003369,09289076;3401595,02358408;6774440,12421244;2974499,82286506;7845449,59832215
"2447";11;1;1;1;6;1;1;1;2;2;1;2;1;1;2;3;2;1;2;2;1;1;1;3;1;2;1;3;2;3;1;2;2;3;3;3;3;2;1;2;2;2;7;;2;1;2;3;3;1;1;3;2;1;2;1;0,680857643953398;41295,7035246121;33575137,8555733;12559183,0844821;36246752,5612894;20407356,954315;23436201,008573
"2448";5;1;1;1;7;2;1;1;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;1;2;1;4;1;2;2;1;1;4;4;4;1;;1;3;2;2;2;4;;2;3;2;2;1;3;1;3;2;1;2;1;0,755170267894973;202183,669494437;23109951,3510767;12210356,2330292;27680342,4585361;18999137,1726723;18912943,3326221
"2449";6;1;2;1;4;1;1;1;1;2;2;1;97;1;3;1;2;2;2;1;3;1;2;3;1;1;1;1;2;3;2;2;3;4;3;3;1;2;3;3;2;1;;;1;2;2;2;3;3;2;1;1;1;1;2;2,43706907365751;34655,0508063727;20598732,7713667;7605298,17259807;27680342,4585361;6779353,17294315;21249094,3854223
"2450";3;1;1;1;6;2;1;1;1;2;1;2;2;1;2;1;2;3;2;3;2;1;2;4;2;1;1;2;2;1;1;1;4;4;4;3;2;2;4;3;1;1;;;8;;3;1;2;4;3;1;1;2;3;3;0,125632736960901;2421,30524252474;6445651,30382502;2817899,63437748;181331,3480444;3745107,25072326;7350973,73893233
"2451";1;3;3;1;2;1;2;2;2;2;1;2;1;1;3;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;1;;2;1;3;2;2;6;1;2;3;2;1;1;1;2;2;2;1;2;2;0,0378894762863535;429,4577689834;6445651,30382502;4323565,77363878;2525639,26899086;2353760,06971147;972423,15925125
"2452";6;3;3;1;6;3;3;2;1;2;1;2;1;1;3;1;1;1;1;1;4;1;2;1;2;1;1;1;4;1;1;4;1;1;4;2;;2;3;1;;1;;;1;4;2;2;1;3;1;1;1;1;1;3;0,696305449616431;102353,558734275;20598732,7713667;12210356,2330292;27680342,4585361;18999137,1726723;21249094,3854223
"2453";15;3;1;1;7;2;1;2;2;2;2;97;1;1;2;2;4;1;4;3;1;4;1;4;1;1;1;1;3;4;1;4;4;4;4;3;1;2;2;4;2;1;;;8;;3;2;2;2;4;1;1;2;3;3;0,450967515733679;14229,2275101944;20598732,7713667;8924923,73398304;5222082,34936612;6304847,12920219;21249094,3854223
"2454";4;1;2;1;5;1;2;1;1;2;1;1;1;1;3;2;4;1;2;2;3;2;1;4;2;2;2;2;2;2;2;3;2;4;3;2;;2;3;3;1;1;;;2;1;2;1;1;3;3;1;1;1;2;3;0,153529095296849;7558,48343612998;6445651,30382502;4323565,77363878;9550655,77936565;3745107,25072326;7350973,73893233
"2455";9;2;3;1;5;1;1;1;2;2;1;2;1;1;2;2;3;2;3;3;2;2;2;3;1;2;2;2;4;2;2;2;4;4;4;2;;1;1;4;1;2;6;1;3;2;2;5;1;1;4;2;2;1;3;2;0,642104032308809;5831,14088167836;6576785,59605944;3401595,02358408;4456488,23198482;2974499,82286506;856244,0817912
"2456";14;1;3;3;1;3;1;2;2;2;2;2;1;1;2;1;3;1;1;1;2;2;2;2;3;2;1;4;1;3;1;4;1;3;4;1;;1;3;3;1;2;4;;1;1;2;1;3;3;3;3;2;1;1;2;0,116861095851538;5299,476350727;6782295,47091322;2362182,97600896;9550655,77936565;3745107,25072326;4904549,87655466
"2457";18;2;2;1;4;1;1;1;2;2;2;2;1;1;1;2;3;2;2;4;2;2;3;2;1;2;3;3;3;3;3;1;2;4;2;2;;2;1;3;1;2;2;;1;1;4;4;5;1;3;2;2;3;1;1;3,48955273213229;24400,7432517869;11515515,6430074;5343809,44930734;17934317,9494049;6496943,75539045;1261096,76224488
"2458";20;3;3;1;1;4;2;1;1;2;2;2;3;1;2;2;4;1;1;2;1;1;3;1;2;1;2;2;2;1;2;3;4;1;4;1;;1;3;2;2;2;6;1;1;4;2;2;3;3;1;2;2;1;1;3;0,218745783188249;2191,06547742126;23109951,3510767;7605298,17259807;27680342,4585361;18999137,1726723;3546646,40439905
"2459";7;3;2;2;5;2;2;2;2;2;2;2;1;1;3;1;1;1;1;1;3;1;1;1;3;1;2;2;3;2;2;1;4;4;4;2;;1;5;3;1;1;;;2;1;2;5;1;4;3;1;1;1;2;3;0,271920271681413;3951,97318488108;6576785,59605944;3401595,02358408;155974,71444362;3442194,137924;7845449,59832215
"2460";4;1;1;2;6;2;2;1;2;2;3;1;2;1;2;2;3;3;2;2;2;2;3;2;2;2;2;2;2;2;3;2;2;3;3;4;;2;3;4;2;1;;;2;3;97;1;1;3;4;1;1;97;2;3;0,307058190593697;13947,5803989227;6445651,30382502;4323565,77363878;9550655,77936565;2248311,9098027;7350973,73893233
"2461";23;1;2;97;5;2;2;2;2;2;1;2;97;1;1;3;2;2;3;2;3;1;2;2;1;2;2;2;3;3;3;2;2;3;2;3;2;1;1;3;2;2;2;;1;3;3;4;5;1;2;2;2;2;1;1;0,446665495744183;4139,8511409834;12541491,9498028;5343809,44930734;17934317,9494049;4258647,17765672;1261096,76224488
"2462";3;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;3;1;3;2;2;2;3;3;2;1;1;2;4;3;1;4;3;2;3;1;;1;5;3;2;1;;;8;;4;1;1;4;2;1;1;3;3;3;0,125632736960901;5056,92802508245;6782295,47091322;4323565,77363878;181331,3480444;2353760,06971147;7350973,73893233
"2463";5;3;3;3;2;4;3;1;1;2;2;2;1;1;2;2;3;3;1;1;3;1;2;3;1;2;2;4;4;2;2;4;4;4;4;1;;2;2;4;1;1;;;1;1;5;2;4;2;4;1;1;3;1;3;0,755170267894973;31262,2205879947;20598732,7713667;6394384,36569069;5222082,34936612;6304847,12920219;21249094,3854223
"2464";23;2;2;1;6;2;1;1;2;2;1;2;1;1;2;1;2;1;4;2;2;1;1;4;2;1;2;1;2;3;1;4;4;4;3;3;97;1;1;4;1;2;2;;6;1;4;4;5;1;4;2;2;3;3;3;0,105097763704514;534,724038319716;12541491,9498028;5343809,44930734;17934317,9494049;5285096,07002619;1261096,76224488
"2465";5;2;3;3;4;1;1;1;1;2;1;2;1;1;2;1;3;1;1;1;1;2;1;4;2;2;1;1;3;3;1;1;4;2;4;1;;2;2;3;1;1;;;2;4;2;2;2;2;3;1;1;1;2;3;0,647288801052834;41508,1358231755;20598732,7713667;8924923,73398304;5222082,34936612;11625346,6476257;21249094,3854223
"2466";23;1;3;1;4;2;2;1;2;2;1;2;2;1;2;1;2;1;2;1;3;1;1;3;3;1;1;2;3;2;1;4;2;4;4;3;2;1;1;3;1;2;6;1;7;4;2;4;1;1;3;2;2;1;3;2;0,446665495744183;5684,30505986924;12541491,9498028;5846938,38397908;17934317,9494049;6496943,75539045;1261096,76224488
"2467";18;3;3;3;3;4;3;97;2;2;2;2;2;97;;4;3;1;4;97;1;97;97;2;3;1;2;97;4;97;1;1;1;1;4;2;;1;1;4;2;2;2;;1;2;97;4;5;1;4;2;2;97;1;3;10,4686581963969;53263,1997984722;12541491,9498028;5343809,44930734;17934317,9494049;5285096,07002619;1261096,76224488
"2468";23;3;3;1;5;2;1;2;2;2;3;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;1;;2;1;3;2;1;;;1;3;3;4;3;1;2;1;1;2;1;1;0,446665495744183;22144,3084719472;11515515,6430074;4175455,30097931;17934317,9494049;4258647,17765672;14678916,5657496
"2469";16;2;2;1;4;4;3;97;2;2;3;1;1;1;3;1;2;2;3;2;3;2;2;3;3;1;3;3;3;3;2;2;3;3;2;4;;2;3;2;2;1;;;1;4;2;2;4;3;1;1;1;1;1;2;1,71224537951841;167488,556404894;20598732,7713667;6394384,36569069;27680342,4585361;18999137,1726723;21249094,3854223
"2470";13;1;2;1;5;4;1;2;2;2;2;2;1;1;3;2;2;1;2;2;3;2;2;2;1;2;2;4;2;2;2;2;2;3;2;2;;2;1;3;1;1;;;1;3;3;5;3;1;3;1;1;2;1;1;0,305569392481133;15589,9001547952;6003369,09289076;2422682,73111292;4456488,23198482;3442194,137924;7845449,59832215
"2471";23;2;2;3;2;2;1;1;2;2;1;2;2;1;2;1;3;1;3;2;3;1;2;3;1;3;2;4;1;2;4;2;2;4;3;3;2;2;3;2;1;1;;;8;;4;4;3;3;2;1;1;3;3;3;0,446665495744183;11997,9534903986;11515515,6430074;4175455,30097931;4807349,31831882;4258647,17765672;14678916,5657496
"2472";11;2;1;1;5;2;2;2;2;2;2;2;2;1;97;1;2;1;2;2;3;2;2;3;2;2;2;3;2;3;3;3;3;4;4;4;;2;3;2;2;1;;;2;1;3;3;3;3;1;1;1;2;2;2;0,714900526151068;27764,6639966933;33575137,8555733;12559183,0844821;27019219,8719441;20407356,954315;42303566,6020097
"2473";10;2;3;1;4;2;2;2;2;2;2;2;1;1;1;3;2;1;2;2;3;2;2;2;1;2;2;2;2;3;3;2;3;2;2;3;2;2;3;5;;1;;;1;3;2;2;4;3;1;1;1;1;1;2;3,88964213458969;380477,327517924;20598732,7713667;6394384,36569069;27680342,4585361;18999137,1726723;21249094,3854223
"2474";25;1;1;97;5;1;2;1;1;1;2;1;2;1;1;2;3;4;1;2;3;1;2;2;2;2;2;4;2;1;2;2;2;4;3;2;;2;3;4;1;1;;;1;4;5;2;2;3;4;1;1;3;1;2;0,831359436036543;14159,9689632465;20598732,7713667;8924923,73398304;27680342,4585361;6304847,12920219;21249094,3854223
"2475";9;1;1;1;4;4;3;2;2;2;2;2;1;1;1;2;1;1;2;2;1;2;3;3;3;2;1;3;3;1;1;2;3;2;4;4;;1;1;3;1;1;;;1;2;3;5;4;1;3;1;1;2;1;2;0,321052016154404;10264,7007501405;6576785,59605944;1986741,61793614;4456488,23198482;3442194,137924;7845449,59832215
"2476";26;3;3;3;7;1;1;1;1;1;1;97;1;1;1;1;4;1;4;3;4;3;2;2;1;1;1;1;4;3;1;4;4;1;4;1;;2;1;4;1;2;6;2;8;;3;3;3;1;4;3;2;2;3;3;1,1201170342325;36268,2244614097;33575137,8555733;12559183,0844821;36246752,5612894;16986541,0890921;23436201,008573
"2477";3;2;2;2;5;2;2;2;2;2;2;2;1;1;2;2;3;2;2;2;3;2;2;3;2;2;2;3;3;3;2;3;3;4;4;97;;2;3;3;2;1;;;2;2;2;1;1;3;2;1;1;1;2;1;0,502530947843606;28940,5597246787;6445651,30382502;4323565,77363878;9550655,77936565;2353760,06971147;7350973,73893233
"2478";12;1;2;1;4;2;1;2;2;2;1;1;2;1;1;2;4;1;3;4;3;1;2;2;2;3;2;4;3;2;2;1;2;3;4;2;;2;1;4;1;1;;;1;4;4;5;2;1;4;1;1;3;1;1;0,278299223371858;8362,49054524401;6003369,09289076;2556764,80999093;4456488,23198482;2974499,82286506;7845449,59832215
"2479";9;2;1;2;5;2;2;2;2;2;3;2;1;1;1;2;3;2;2;2;1;1;2;3;1;2;1;2;2;3;2;1;3;3;4;3;2;1;1;3;1;1;;;1;2;3;5;2;1;3;1;1;2;1;1;0,321052016154404;12737,6342272761;6576785,59605944;2556764,80999093;4456488,23198482;3442194,137924;7845449,59832215
"2480";20;2;2;1;1;4;3;2;1;2;2;3;1;1;3;1;2;1;3;1;1;1;1;1;2;1;1;4;1;97;1;3;3;3;4;4;;1;3;3;1;1;;;1;3;2;2;1;3;3;1;1;1;1;3;0,874983132752996;45328,4860327487;23109951,3510767;12210356,2330292;27680342,4585361;11625346,6476257;21249094,3854223
"2481";4;1;3;2;1;2;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;4;4;3;2;1;1;3;1;2;6;1;1;1;2;1;2;1;3;2;2;1;1;3;1,22823276237479;6647,33856661193;6782295,47091322;2817899,63437748;2525639,26899086;3745107,25072326;972423,15925125
"2482";2;1;2;1;5;2;2;2;2;2;1;2;1;1;2;2;2;2;2;3;1;2;1;2;3;1;1;2;3;3;1;1;4;3;4;1;;1;3;3;1;1;;;1;4;3;2;2;3;3;1;1;2;1;1;0,521305095351945;13697,4779272237;23109951,3510767;8924923,73398304;27680342,4585361;11625346,6476257;21249094,3854223
"2483";14;1;1;1;5;1;1;2;2;2;1;1;2;1;1;2;3;1;2;2;3;1;2;2;2;1;1;3;2;2;2;2;2;4;4;2;;1;3;3;1;1;;;2;1;97;1;2;3;3;1;1;97;2;3;0,233722191703076;6427,01515848989;6782295,47091322;2817899,63437748;9550655,77936565;3745107,25072326;7350973,73893233
"2484";13;1;1;1;4;1;1;2;2;2;2;1;1;1;1;3;3;2;2;4;4;1;2;4;2;2;4;3;1;1;4;1;1;3;3;2;;2;1;3;1;1;;;1;4;4;5;1;1;3;1;1;3;1;1;0,203712928320755;16213,7184534666;6003369,09289076;3401595,02358408;4456488,23198482;3442194,137924;7845449,59832215
"2485";17;1;1;1;2;2;2;1;2;2;1;2;2;1;2;3;2;2;2;2;3;2;2;2;1;2;2;2;2;3;2;2;2;3;3;2;;2;3;3;1;1;;;1;2;2;2;2;3;3;1;1;1;1;3;0,616188486062026;21329,7675360129;20598732,7713667;8924923,73398304;27680342,4585361;11625346,6476257;21249094,3854223
"2486";14;3;3;1;2;2;1;1;2;2;1;2;1;1;2;1;3;1;3;2;2;2;1;3;2;2;1;1;4;2;2;3;3;1;3;3;1;2;3;4;2;2;6;1;8;;4;1;1;3;4;2;2;3;3;3;1,647079266291;10925,1224230419;6445651,30382502;4323565,77363878;9550655,77936565;2248311,9098027;972423,15925125
