"ID";"P03";"P05";"P06";"P07";"P08";"P09";"P10";"P11_1";"P11_2";"P11_3";"P12";"P13";"P14";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_1";"P18_2";"P18_3";"P18_4";"P19";"P20_1";"P20_2";"P20_3";"P20_4";"P20_5";"P20_6";"P21_1";"P21_2";"P21_3";"P21_4";"P22";"P23";"P27";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P37";"P38";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"W1";"W2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_TRAB"
"410";17;1;1;1;4;1;1;1;1;2;1;2;1;2;;3;4;1;4;4;4;1;2;4;1;1;2;3;2;1;2;1;2;4;3;2;;2;1;4;1;1;;;2;1;4;2;1;1;4;1;1;3;2;1;4,1079232404135;189424,272295484;20598732,7713667;12210356,2330292;10459729,3625997;6304847,12920219;21249094,3854223
"411";9;1;1;97;6;1;1;97;1;2;1;1;1;1;1;1;2;3;1;1;3;1;1;4;97;97;1;4;1;3;4;2;1;2;3;3;2;2;3;4;1;1;;;2;2;5;5;3;3;4;1;1;3;2;1;0,192631209692643;4420,37704269578;6003369,09289076;2422682,73111292;6774440,12421244;2974499,82286506;7845449,59832215
"412";16;3;3;3;4;4;3;1;2;2;2;2;1;1;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2;3;2;3;3;3;3;3;2;2;3;2;2;1;;;8;;97;2;3;3;1;1;1;97;3;2;0,428061344879602;22688,9944448825;20598732,7713667;7605298,17259807;27680342,4585361;18999137,1726723;21249094,3854223
"413";9;2;2;2;5;2;1;2;2;2;3;2;1;1;1;1;4;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;2;;2;3;3;1;1;;;2;2;3;5;3;3;3;1;1;2;2;3;0,493926178699084;17348,138211712;6003369,09289076;2422682,73111292;6774440,12421244;3442194,137924;7845449,59832215
"414";20;1;3;1;6;2;2;2;2;2;2;2;2;2;;4;3;2;3;2;3;4;2;4;2;1;1;1;2;2;2;1;3;4;1;2;;2;1;4;2;1;;;2;1;3;2;1;1;4;1;1;2;2;2;1,74996626550599;80694,323380724;20598732,7713667;12210356,2330292;10459729,3625997;6304847,12920219;21249094,3854223
"415";26;1;2;1;4;2;1;1;2;2;2;2;2;1;2;1;2;1;1;2;4;1;1;3;1;1;1;3;3;2;1;2;3;3;1;2;;2;2;3;1;1;;;1;1;3;3;3;2;3;1;1;2;1;3;0,672070220539498;41708,147890121;33575137,8555733;12559183,0844821;7287684,10411524;22358434,1987158;42303566,6020097
"416";9;3;3;3;1;4;3;97;2;2;2;2;3;1;2;1;4;2;2;3;97;2;2;3;2;2;1;3;3;2;1;1;4;2;3;4;;1;3;4;2;2;6;1;8;;2;5;1;3;4;2;2;1;3;3;0,160526008077202;1003,57743637828;6576785,59605944;3401595,02358408;6774440,12421244;2974499,82286506;856244,0817912
"417";21;1;1;1;2;4;2;2;2;2;2;2;1;1;97;2;4;1;2;97;97;2;2;2;2;3;1;3;97;3;97;3;3;4;4;97;;1;3;3;1;1;;;2;1;2;1;4;3;3;1;1;1;2;1;0,14173476329338;2570,32358459843;6782295,47091322;1719164,17150939;9550655,77936565;3745107,25072326;7350973,73893233
"418";13;3;3;3;3;4;3;2;2;2;2;2;1;1;2;4;97;2;3;3;4;1;1;3;2;1;1;1;1;97;1;2;3;3;3;97;;1;3;2;1;2;6;2;1;1;3;5;4;3;2;3;2;2;1;2;0,475330166081762;12284,746557281;6576785,59605944;1986741,61793614;6774440,12421244;2119512,79353112;3878461,00883685
"419";7;2;2;2;6;2;1;1;2;2;1;2;1;1;2;1;4;1;3;3;3;1;1;3;2;4;2;3;2;1;2;2;3;3;2;3;3;1;3;4;1;1;;;1;3;5;5;2;3;4;1;1;3;1;3;0,271920271681413;4852,37255016186;6576785,59605944;2556764,80999093;6774440,12421244;2974499,82286506;7845449,59832215
"420";6;3;3;2;5;4;3;2;2;2;3;2;1;1;2;2;4;2;2;4;1;1;1;1;1;1;1;4;2;3;1;4;4;4;4;97;;1;3;2;1;2;4;;1;1;2;2;4;3;2;2;2;1;1;3;0,812356357885836;4028,66924936692;23109951,3510767;6394384,36569069;27680342,4585361;6779353,17294315;3546646,40439905
"421";6;1;1;1;6;2;1;1;2;2;1;2;1;1;2;2;2;2;2;2;3;1;1;1;1;1;2;2;2;2;2;4;3;4;3;2;;1;1;4;2;2;3;;2;1;97;2;1;1;4;3;2;97;2;3;0,649885086308669;54581,8079411355;23109951,3510767;12210356,2330292;10459729,3625997;6304847,12920219;18912943,3326221
"422";14;1;1;1;6;1;2;1;1;2;2;2;1;1;2;1;4;1;2;2;1;2;2;3;3;1;1;1;4;4;1;4;4;2;4;1;;1;2;4;1;1;;;1;2;5;1;1;2;4;1;1;3;1;3;0,233722191703076;8728,61191275452;6782295,47091322;4323565,77363878;970320,37833733;2248311,9098027;7350973,73893233
"423";22;3;3;1;97;2;1;2;1;1;2;97;97;1;1;2;2;2;3;2;4;1;3;1;1;2;2;3;1;3;2;4;97;4;4;4;;1;1;3;1;1;;;2;2;97;1;1;1;3;1;1;97;2;2;0,398750550260834;26422,301134436;6782295,47091322;4323565,77363878;2525639,26899086;3745107,25072326;7350973,73893233
"424";19;2;2;1;1;1;2;2;2;2;1;2;1;1;2;1;2;2;2;3;2;2;1;3;2;1;1;1;3;2;2;3;4;4;4;3;1;2;3;4;2;1;;;2;1;3;3;1;3;4;1;1;2;2;2;0,781154779015337;29231,23218923;33575137,8555733;17647679,2898346;27019219,8719441;16986541,0890921;42303566,6020097
"425";25;2;1;1;5;2;2;1;2;2;2;2;1;1;1;3;2;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2;2;3;2;2;;2;1;1;;2;2;;1;2;2;2;3;1;1;2;2;1;1;1;0,831359436036543;15064,1747141567;20598732,7713667;7605298,17259807;10459729,3625997;18999137,1726723;3546646,40439905
"426";14;1;2;1;6;2;2;1;1;2;1;1;1;1;1;1;1;1;3;1;4;1;2;4;2;1;3;2;1;2;1;2;1;3;3;2;;2;3;4;1;1;;;8;;3;1;3;3;4;1;1;2;3;3;0,116861095851538;3252,41467627187;6445651,30382502;2362182,97600896;9550655,77936565;2248311,9098027;7350973,73893233
"427";9;2;2;3;4;2;1;1;2;2;1;2;1;2;;1;4;1;1;1;4;1;1;1;1;1;1;1;4;4;1;1;4;4;4;2;;2;3;3;2;2;2;;1;3;97;5;5;3;2;3;2;97;1;1;0,642104032308809;15088,3604290173;6003369,09289076;2212370,50632613;6774440,12421244;2119512,79353112;3878461,00883685
"428";26;3;2;3;6;2;3;97;2;2;1;1;3;1;3;2;2;2;3;2;3;2;3;2;1;2;2;2;3;3;3;3;3;3;2;2;;2;1;3;2;1;;;1;4;3;3;4;1;2;1;1;2;1;1;1,68017555134875;37500,9666689804;33575137,8555733;11827409,4960741;36246752,5612894;11608593,6347444;42303566,6020097
"429";14;1;1;1;5;1;1;1;2;2;1;1;2;1;1;1;4;1;3;3;2;1;1;1;1;1;3;4;1;1;4;2;1;4;3;3;2;2;3;4;2;1;;;1;4;4;1;4;3;4;1;1;3;1;3;0,233722191703076;3916,01490143682;6445651,30382502;1719164,17150939;9550655,77936565;2248311,9098027;7350973,73893233
"430";19;2;2;2;5;4;3;2;2;2;3;2;1;1;3;2;2;2;3;2;2;2;3;2;3;2;2;2;3;2;2;2;3;3;3;1;;1;3;1;;2;5;;1;4;2;3;5;3;1;2;2;1;1;3;13,0323774355175;89734,9515304333;37785788,021294;15566687,4950334;27019219,8719441;20407356,954315;5621158,26628468
"431";14;1;2;2;5;2;2;2;2;2;2;2;1;1;3;1;4;1;2;2;3;1;2;3;3;2;1;2;3;2;2;1;3;1;4;3;2;1;1;3;2;2;7;;2;3;2;1;3;1;2;3;2;1;2;2;0,116861095851538;8355,20711207601;6782295,47091322;2362182,97600896;2525639,26899086;2353760,06971147;4904549,87655466
"432";17;1;2;1;2;2;2;2;2;2;3;2;1;1;97;1;2;1;2;1;2;2;97;2;97;1;1;3;3;2;1;97;97;97;3;97;;1;2;4;2;1;;;2;2;97;2;1;2;4;1;1;97;2;3;0,821584648082701;38796,0373350893;23109951,3510767;12210356,2330292;5222082,34936612;6304847,12920219;21249094,3854223
"433";26;2;2;1;3;2;3;2;2;2;2;2;2;1;3;1;2;1;2;3;3;1;1;2;3;1;1;2;2;3;2;1;3;4;3;2;;1;3;4;1;2;1;;2;2;3;3;2;3;4;3;2;2;2;1;1,68017555134875;49836,519549322;37785788,021294;13759966,5114431;27019219,8719441;16986541,0890921;23436201,008573
"434";11;2;2;2;4;2;3;2;2;2;2;2;1;1;3;4;2;1;3;1;3;1;3;3;1;1;1;3;1;1;3;2;4;2;1;4;;2;3;3;2;2;2;;8;;2;3;5;3;2;2;2;1;3;2;1,42980105230214;7734,08103042693;33575137,8555733;15566687,4950334;27019219,8719441;11608593,6347444;5621158,26628468
"435";7;2;2;1;97;1;1;1;1;2;1;1;1;2;;2;3;1;3;3;3;1;3;3;2;1;2;4;2;2;3;2;1;4;3;2;;2;3;4;1;1;;;2;3;4;5;4;3;4;1;1;3;2;3;0,271920271681413;4532,94130510119;6003369,09289076;1986741,61793614;6774440,12421244;2974499,82286506;7845449,59832215
"436";9;1;1;1;7;4;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;1;3;2;1;1;1;2;2;2;1;2;4;4;3;2;2;1;3;1;2;6;2;1;2;2;5;1;1;3;3;2;1;1;2;0,321052016154404;37918,414454702;6003369,09289076;3401595,02358408;4456488,23198482;3442194,137924;3878461,00883685
"437";26;3;2;1;6;1;2;1;2;2;2;2;1;1;2;3;3;1;3;2;4;2;2;2;3;2;2;2;3;4;3;2;4;3;3;1;;2;3;5;;1;;;2;1;3;3;5;3;1;1;1;2;2;3;1,68017555134875;46251,3098375315;33575137,8555733;15566687,4950334;27019219,8719441;20407356,954315;42303566,6020097
"438";5;1;2;1;4;2;3;2;2;2;2;2;1;1;3;1;3;3;3;3;2;2;2;97;1;2;2;2;97;2;2;3;3;3;4;97;;1;3;4;1;2;6;1;2;1;3;2;2;3;4;2;2;2;2;2;3,77585133947486;12153,3159205504;23109951,3510767;8924923,73398304;27680342,4585361;6304847,12920219;3546646,40439905
"439";24;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;3;2;2;2;3;2;2;3;2;2;1;3;2;1;2;3;3;3;3;3;2;1;1;4;2;1;;;2;2;4;4;1;1;4;1;1;3;2;2;0,500909338938383;32408,4488667187;12541491,9498028;5846938,38397908;17934317,9494049;5285096,07002619;14678916,5657496
"440";11;1;2;1;5;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;3;2;1;2;1;3;3;2;2;;2;3;4;1;1;;;8;;97;3;1;3;4;1;1;97;3;1;1,42980105230214;53503,9247880331;33575137,8555733;17647679,2898346;27019219,8719441;16986541,0890921;42303566,6020097
"441";21;1;1;2;4;4;3;2;2;2;2;2;1;1;2;2;3;1;97;97;4;1;1;1;1;1;3;2;2;2;2;3;4;4;4;97;;1;3;2;2;1;;;2;1;2;1;3;3;1;1;1;1;2;1;0,28346952658676;40017,1411827714;6782295,47091322;2362182,97600896;9550655,77936565;4880767,54450081;7350973,73893233
"442";11;3;3;2;5;3;2;2;2;2;1;2;1;1;2;1;1;1;3;2;4;1;2;1;2;1;1;3;4;4;1;4;4;4;3;3;3;2;3;2;2;2;2;;3;2;2;3;3;3;1;2;2;1;3;2;0,953200701534758;9615,10660845791;33575137,8555733;12559183,0844821;27019219,8719441;20407356,954315;5621158,26628468
"443";5;2;2;2;5;3;3;2;2;2;3;2;1;1;2;1;2;2;3;2;2;1;2;3;1;2;1;2;2;2;2;2;2;2;4;4;;2;3;4;2;2;3;;2;1;2;2;1;3;4;3;2;1;2;2;0,755170267894973;60850,3652824478;20598732,7713667;12210356,2330292;27680342,4585361;6304847,12920219;18912943,3326221
"444";18;1;1;1;4;2;1;1;1;2;2;1;2;1;1;2;3;2;2;3;3;2;97;3;1;2;3;2;2;2;3;2;3;3;3;3;2;2;1;4;1;1;;;1;2;3;4;2;1;4;1;1;2;1;3;0,516950255002377;18561,6895759648;11515515,6430074;4544842,78151702;17934317,9494049;5285096,07002619;14678916,5657496
"445";14;1;1;1;5;2;2;2;2;2;2;2;3;1;1;1;3;2;97;2;3;1;3;2;1;2;2;2;3;2;2;3;3;4;1;2;;2;3;3;2;1;;;1;4;3;1;2;3;2;1;1;2;1;2;0,0584305479257689;1882,12397414654;6445651,30382502;2817899,63437748;9550655,77936565;2353760,06971147;7350973,73893233
"446";14;1;1;2;4;4;2;1;2;2;2;2;1;1;2;1;3;1;2;2;2;2;2;3;3;2;2;3;2;2;2;1;4;4;4;1;;1;3;3;1;2;4;;2;1;2;1;1;3;3;2;2;1;2;2;0,233722191703076;1677,94914863263;6782295,47091322;4323565,77363878;9550655,77936565;3745107,25072326;972423,15925125
"447";5;2;2;1;4;3;3;2;2;2;2;2;1;1;1;1;2;1;2;2;2;1;1;3;2;1;2;2;3;1;2;4;3;3;3;3;2;2;3;3;2;1;;;1;4;3;2;2;3;2;1;1;2;1;1;0,377585133947486;7552,39352234699;20598732,7713667;8924923,73398304;27680342,4585361;6779353,17294315;21249094,3854223
"448";7;2;3;1;6;4;2;97;2;2;1;2;1;1;3;1;1;1;1;2;1;1;1;4;1;1;1;1;1;4;1;2;4;3;3;2;;2;1;3;1;2;2;;1;5;2;5;5;1;3;2;2;1;1;3;0,81576081504424;4800,76299568222;6003369,09289076;2212370,50632613;4456488,23198482;3442194,137924;856244,0817912
"449";24;2;2;2;4;1;3;1;2;2;1;2;1;97;;1;1;1;1;1;4;1;1;2;1;1;1;1;2;3;2;1;2;3;3;3;2;2;1;6;;2;2;;1;2;5;4;5;1;4;2;2;3;1;3;0,500909338938383;2257,03677449778;11515515,6430074;5343809,44930734;17934317,9494049;5285096,07002619;1261096,76224488
"450";26;1;3;2;4;2;2;2;2;2;3;2;1;2;;1;4;1;2;2;3;1;1;3;1;1;1;3;97;4;1;1;4;1;4;97;;1;1;4;1;2;6;1;2;4;3;3;1;1;4;2;2;2;2;3;1,68017555134875;18455,8943544053;37785788,021294;17647679,2898346;36246752,5612894;16986541,0890921;5621158,26628468
"451";14;1;2;1;6;3;1;97;2;2;2;2;1;1;3;1;2;1;1;2;3;1;2;3;3;2;2;2;1;2;2;2;2;3;4;2;;1;3;3;1;2;4;;2;1;3;1;2;3;3;3;2;2;2;3;0,116861095851538;4837,70455531788;6782295,47091322;2817899,63437748;9550655,77936565;3745107,25072326;4904549,87655466
"452";6;1;1;1;4;1;1;2;2;2;2;2;1;1;2;1;2;1;2;2;2;2;1;2;3;2;1;1;3;2;1;4;2;4;4;2;;1;3;1;;2;1;;2;1;2;2;3;3;1;3;2;1;2;3;0,812356357885836;78424,8793930751;23109951,3510767;7605298,17259807;27680342,4585361;18999137,1726723;18912943,3326221
"453";26;1;1;1;6;1;1;1;2;2;2;2;2;1;2;2;1;1;1;3;3;2;1;4;3;1;3;2;4;3;3;1;4;3;3;3;2;1;1;4;1;2;4;;2;2;3;3;5;1;4;3;2;2;2;3;1,68017555134875;37135,2016616256;37785788,021294;15566687,4950334;36246752,5612894;16986541,0890921;23436201,008573
"454";14;3;2;3;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1;1;1;2;4;1;1;1;4;3;1;2;1;4;4;3;4;;2;3;4;1;1;;;1;2;4;1;2;3;4;1;1;3;1;3;0,233722191703076;5938,02868580579;6445651,30382502;2817899,63437748;9550655,77936565;2248311,9098027;7350973,73893233
"455";12;3;3;1;6;1;2;1;1;2;1;2;1;1;1;1;3;1;4;1;2;1;2;4;1;1;1;1;4;3;2;4;4;4;4;1;;2;3;4;1;1;;;2;1;4;5;4;3;4;1;1;3;2;3;0,139149611685929;2319,63957118631;6003369,09289076;1986741,61793614;6774440,12421244;2974499,82286506;7845449,59832215
"456";26;2;2;1;5;2;2;1;2;2;2;2;1;2;;1;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;3;3;3;3;2;;2;3;2;2;2;2;;1;3;97;3;3;3;1;2;2;97;1;1;1,68017555134875;16948,2324353427;33575137,8555733;12559183,0844821;27019219,8719441;20407356,954315;5621158,26628468
"457";5;1;1;2;1;1;1;1;1;2;2;2;1;1;2;1;4;1;3;2;3;2;3;4;1;1;1;1;3;2;1;3;4;2;4;1;;2;3;4;2;1;;;8;;3;2;1;3;4;1;1;2;3;1;0,755170267894973;25359,5327390215;20598732,7713667;12210356,2330292;27680342,4585361;6304847,12920219;21249094,3854223
"458";15;2;2;1;2;2;2;1;2;2;2;1;1;1;2;3;1;1;4;4;4;1;1;1;1;1;1;1;4;4;4;4;2;4;1;3;2;2;3;2;2;1;;;1;3;2;2;4;3;1;1;1;1;1;2;1,08232203776083;105870,664238995;20598732,7713667;6394384,36569069;27680342,4585361;18999137,1726723;21249094,3854223
"459";23;1;2;1;5;1;2;1;1;2;1;1;1;97;;2;4;3;2;4;3;3;2;4;2;1;1;97;2;2;2;3;1;97;3;2;;2;1;4;2;2;7;;8;;4;4;2;1;4;2;2;3;3;2;0,446665495744183;2032,79333801875;11515515,6430074;4544842,78151702;17934317,9494049;5285096,07002619;1261096,76224488
"460";16;2;3;1;5;4;1;2;2;2;2;2;1;1;1;3;2;2;2;2;3;2;2;2;1;2;2;2;2;2;2;2;3;2;3;97;;2;4;3;2;1;;;10;4;3;2;3;4;2;1;1;2;3;2;0,285374229919735;889,118528799543;20598732,7713667;7605298,17259807;346529,95194149;6779353,17294315;21249094,3854223
"461";22;1;1;1;7;4;1;2;2;2;2;2;2;1;2;3;2;1;4;4;3;2;2;1;1;2;2;3;3;3;4;2;1;1;4;3;2;2;3;2;1;2;6;1;5;3;1;1;1;3;2;2;2;1;3;2;0,398750550260834;3353,35115487551;6445651,30382502;4323565,77363878;9550655,77936565;2353760,06971147;972423,15925125
"462";3;1;2;1;5;2;3;2;2;2;2;2;2;1;3;2;2;1;3;2;4;2;2;2;2;3;2;3;2;2;2;2;4;3;3;3;1;1;3;3;1;1;;;2;2;2;1;2;3;3;1;1;1;2;3;0,0837551579739343;2303,14317171922;6782295,47091322;2817899,63437748;9550655,77936565;3745107,25072326;7350973,73893233
"463";13;3;3;1;5;1;3;1;1;1;1;2;1;1;2;2;4;97;3;97;1;4;1;4;1;1;1;1;4;4;1;4;4;3;4;1;;1;1;4;1;1;;;1;4;5;5;3;1;4;1;1;3;1;3;0,305569392481133;8786,51649804373;6576785,59605944;2422682,73111292;4456488,23198482;2974499,82286506;7845449,59832215
"464";12;2;2;1;5;4;2;2;2;2;2;2;2;1;3;4;2;1;3;1;1;2;3;1;2;2;4;2;2;2;2;3;2;4;2;3;1;1;3;2;2;1;;;1;2;97;5;3;3;1;1;1;97;1;3;1,11319689348743;94050,6661877866;6576785,59605944;2422682,73111292;6774440,12421244;4043947,93463002;7845449,59832215
"465";9;1;2;1;1;4;2;1;2;2;1;2;1;97;;2;2;2;97;3;3;2;2;3;1;3;3;3;3;3;3;3;2;3;3;2;;2;3;2;1;1;;;97;5;2;5;5;3;2;1;1;1;97;1;0,160526008077202;2541,9753020295;6003369,09289076;2212370,50632613;6774440,12421244;2119512,79353112;7845449,59832215
"466";17;2;2;2;2;4;3;2;2;2;3;2;1;1;2;1;3;1;2;1;3;1;2;3;1;1;1;2;3;2;1;1;3;3;3;97;;1;3;3;1;2;4;;1;4;2;2;2;3;3;2;2;1;1;2;1,6431692961654;10748,8322142078;23109951,3510767;8924923,73398304;27680342,4585361;11625346,6476257;3546646,40439905
"467";5;3;3;3;3;4;3;97;1;1;2;3;1;2;;1;2;2;1;1;1;1;2;1;1;1;1;4;3;3;2;4;4;2;4;4;;2;3;2;2;2;2;;8;;3;2;4;3;1;2;2;2;3;2;3,02068107157989;73562,1381155483;20598732,7713667;6394384,36569069;27680342,4585361;18999137,1726723;3546646,40439905
"468";9;3;2;97;3;3;1;1;2;2;2;2;1;1;2;2;4;1;3;2;3;2;2;4;2;97;1;97;4;2;1;1;3;4;4;97;;1;1;3;1;1;;;1;4;3;5;2;1;3;1;1;2;1;2;0,321052016154404;12737,6342272761;6576785,59605944;2556764,80999093;4456488,23198482;3442194,137924;7845449,59832215
"469";26;2;2;3;4;3;3;1;2;2;1;2;1;1;2;2;3;2;3;2;3;2;2;3;2;2;2;2;3;2;2;2;3;3;3;2;;2;1;3;1;2;2;;2;2;4;3;4;1;3;3;2;3;2;2;0,840087775674373;31368,9699734211;33575137,8555733;11827409,4960741;36246752,5612894;22358434,1987158;23436201,008573
"470";9;1;1;1;4;3;3;1;2;2;1;2;1;1;2;2;3;2;3;2;2;2;2;2;1;2;2;3;3;3;2;3;3;2;3;3;2;2;1;3;1;2;2;;2;1;3;5;5;1;3;3;2;2;2;1;0,321052016154404;13849,1415220546;6003369,09289076;2212370,50632613;4456488,23198482;3442194,137924;3878461,00883685
"471";26;2;2;1;1;4;3;1;2;2;2;2;3;1;2;1;2;2;2;3;3;2;2;2;1;2;2;3;3;2;2;2;3;3;3;3;1;2;1;2;2;2;6;1;1;4;2;3;3;1;1;2;2;1;1;3;0,840087775674373;9944,80367958481;33575137,8555733;12559183,0844821;36246752,5612894;20407356,954315;5621158,26628468
"472";6;2;2;2;3;2;2;2;2;2;3;2;1;2;;1;3;1;2;2;2;3;2;2;3;2;2;4;3;2;2;2;3;2;4;3;1;2;1;4;1;2;7;;1;4;5;2;1;1;4;3;2;3;1;1;0,23210181653881;25681,1099077454;20598732,7713667;12210356,2330292;10459729,3625997;6304847,12920219;18912943,3326221
"473";7;3;2;1;7;2;1;1;2;1;2;2;1;1;3;1;2;1;3;1;97;2;1;3;2;2;1;2;2;1;97;4;4;4;3;2;;1;3;3;1;1;;;1;1;3;5;4;3;3;1;1;2;1;3;0,135960135840707;2992,53905219642;6576785,59605944;1986741,61793614;6774440,12421244;3442194,137924;7845449,59832215
"474";8;2;1;3;1;4;3;97;2;2;2;2;3;1;3;1;1;1;1;4;1;1;1;1;2;1;1;1;3;4;4;1;4;1;4;2;;2;3;2;2;1;;;1;4;2;3;4;3;1;1;1;1;1;2;0,117461973129961;2952,85764621282;33575137,8555733;11827409,4960741;27019219,8719441;20407356,954315;42303566,6020097
"475";5;1;1;1;2;2;1;1;1;2;2;1;2;1;1;3;3;2;3;3;2;3;2;4;1;1;2;2;3;3;2;2;2;2;4;3;2;2;2;3;1;1;;;97;5;97;2;1;2;3;1;1;97;97;1;0,755170267894973;95477,9118424397;20598732,7713667;12210356,2330292;5222082,34936612;11625346,6476257;21249094,3854223
"476";18;1;1;1;5;4;3;2;2;2;3;2;2;1;2;1;2;1;3;2;3;1;2;1;1;1;1;2;1;3;1;1;4;4;3;3;2;1;3;3;2;2;6;1;1;1;2;4;2;3;2;2;2;1;1;2;0,516950255002377;2621,968335569;12541491,9498028;4544842,78151702;4807349,31831882;4258647,17765672;1261096,76224488
"477";16;2;3;1;5;2;3;1;1;1;2;2;1;1;2;2;4;1;1;2;2;1;97;2;2;1;1;4;1;1;3;3;3;3;3;4;;2;3;3;1;2;7;;97;4;4;2;2;3;3;3;2;3;97;2;0,856122689759204;71109,9696104578;20598732,7713667;8924923,73398304;27680342,4585361;11625346,6476257;18912943,3326221
"478";9;1;1;1;6;4;3;2;2;2;3;2;3;1;2;2;2;2;2;4;4;2;2;2;1;1;2;1;4;2;4;4;1;1;4;3;97;2;1;2;2;1;;;1;3;3;5;2;1;1;1;1;2;1;1;0,321052016154404;41174,1567661939;6003369,09289076;2556764,80999093;4456488,23198482;4043947,93463002;7845449,59832215
"479";16;3;2;3;5;2;2;1;2;2;2;2;1;1;2;1;4;2;2;2;1;2;2;2;2;1;2;2;3;3;2;3;4;4;4;3;1;1;3;4;1;1;;;1;2;4;2;5;3;4;1;1;3;1;1;0,856122689759204;7002,04371592553;23109951,3510767;8573721,61714235;27680342,4585361;6304847,12920219;21249094,3854223
"480";11;3;2;1;5;2;3;1;2;2;2;2;1;2;;1;2;1;3;2;1;1;2;2;2;2;1;2;2;2;2;2;2;4;3;3;2;1;3;4;1;2;6;1;2;1;2;3;1;3;4;2;2;1;2;1;1,42980105230214;13383,0237496039;37785788,021294;17647679,2898346;27019219,8719441;16986541,0890921;5621158,26628468
"481";16;2;2;3;6;4;3;1;2;2;3;2;2;1;3;1;4;1;4;4;1;2;2;4;2;1;1;4;4;1;1;1;1;1;4;3;1;1;1;4;2;2;6;1;1;4;2;2;1;1;4;2;2;1;1;2;0,856122689759204;7460,29058716085;23109951,3510767;12210356,2330292;10459729,3625997;6304847,12920219;3546646,40439905
"482";3;2;3;97;5;4;3;2;2;2;2;2;1;1;3;1;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;4;4;3;4;3;2;1;3;3;1;2;6;1;1;2;2;1;1;3;3;2;2;1;1;1;0,251265473921803;1803,89669023591;6782295,47091322;4323565,77363878;9550655,77936565;3745107,25072326;972423,15925125
"483";7;2;2;1;1;4;3;2;2;2;2;2;97;1;3;1;4;2;2;3;4;2;2;3;2;2;4;2;4;3;2;2;4;4;4;97;;1;1;2;1;2;2;;1;2;2;5;4;1;2;3;2;1;1;3;0,135960135840707;5104,1692688625;6576785,59605944;1986741,61793614;4456488,23198482;2119512,79353112;3878461,00883685
"484";16;1;3;1;4;4;97;2;2;2;3;1;97;97;;2;2;2;2;3;3;2;2;4;1;1;1;3;3;2;1;1;1;3;3;3;1;2;3;3;1;1;;;8;;97;2;4;3;3;1;1;97;3;2;0,856122689759204;38881,895377631;20598732,7713667;6394384,36569069;27680342,4585361;11625346,6476257;21249094,3854223
"485";10;3;3;3;4;1;1;1;1;1;1;2;1;1;2;2;4;1;2;2;1;1;1;1;2;1;1;1;1;2;4;4;4;4;4;1;;2;2;4;2;1;;;2;1;2;2;2;2;4;1;1;1;2;1;0,777928426917938;24545,7160151641;20598732,7713667;8924923,73398304;5222082,34936612;6304847,12920219;21249094,3854223
"486";9;3;2;3;3;1;1;1;2;1;1;2;1;1;2;2;4;2;3;3;3;3;2;4;1;1;1;1;4;2;1;4;4;2;4;1;;2;3;4;1;1;;;8;;5;5;2;3;4;1;1;3;3;1;0,240789012115803;4981,01277835899;6003369,09289076;2556764,80999093;6774440,12421244;2974499,82286506;7845449,59832215
"487";3;2;2;1;5;1;1;1;2;2;2;1;1;2;;1;2;2;2;1;2;1;2;1;2;1;3;3;1;2;3;2;2;4;3;2;;2;3;3;2;2;1;;2;1;2;1;2;3;2;3;2;1;2;1;0,301518568706163;14621,1773188192;6445651,30382502;2817899,63437748;9550655,77936565;2353760,06971147;4904549,87655466
"488";9;1;1;1;6;2;2;2;1;2;1;2;1;1;1;1;1;1;1;2;3;2;1;1;2;2;2;1;1;1;2;1;1;4;3;1;;2;3;3;2;1;;;2;3;2;5;4;3;2;1;1;1;2;1;0,321052016154404;6481,92397353601;6003369,09289076;1986741,61793614;6774440,12421244;2119512,79353112;7845449,59832215
"489";7;3;2;3;5;2;1;1;1;2;1;2;1;1;97;1;3;1;2;2;97;1;1;2;2;1;1;3;3;2;2;1;3;3;4;3;2;1;3;4;1;2;2;;1;2;97;5;5;3;4;3;2;97;1;3;3,29669914428339;55176,9267829092;6576785,59605944;2212370,50632613;6774440,12421244;2974499,82286506;3878461,00883685
