"ID";"P03";"P05";"P06";"P07";"P08";"P09";"P10_1";"P10_2";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P20_1";"P20_2";"P20_3";"P20_4";"P20_5";"P21_1";"P21_2";"P21_3";"P21_4";"P21_5";"P21_6";"P22";"P23";"P24";"V05";"V07";"V08";"V09";"V09_A";"V09_B_1";"V09_B_2";"V09_B_3";"V09_B_4";"V09_B_97";"V10";"V11";"V12";"V12_A";"V13";"V14";"V14_A";"V14_B";"V14_C";"V14_D";"V14_F";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_DOM_SIMPLES";"VD_PORTE";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"W1";"W2"
"73";35;1;4;1;4;1;1;2;3;1;1;1;3;35;1;1;4;2;2;1;2;2;1;2;1;2;1;1;1;2;2;2;1;1;2;2;1;4;1;2;2;2;2;2;2;1;;;4;2;5;2;5;1;;;3;4;1;4;1;1;3;2;1;2;33729345,155718;12274670,31592;38434986,0707912;19056393,9532222;28682242,4740766;8,79264257922035;270296,765584716
"74";35;2;3;1;4;1;1;1;3;1;1;1;2;35;1;3;2;2;1;2;2;2;1;2;1;1;2;1;1;2;1;1;1;2;2;2;1;3;1;2;2;2;2;2;2;1;;;5;2;3;2;4;1;;;3;3;1;3;1;1;2;2;1;3;33729345,155718;13074442,5753399;38434986,0707912;23063521,2050712;29495819,6060058;0,879264257922035;38478,2165855568
"75";35;1;5;1;2;1;1;2;3;1;1;1;2;35;1;3;3;2;1;1;1;2;1;1;2;1;2;2;1;2;2;2;1;1;4;2;3;4;1;2;2;2;2;2;2;1;;;1;1;3;2;3;1;;;3;1;3;4;1;1;2;1;1;2;33729345,155718;16426598,6548108;26621802,0272178;19056393,9532222;28682242,4740766;0,879264257922035;31886,7607874519
"76";21;3;3;3;1;2;2;1;5;3;3;1;2;21;1;3;5;2;2;1;2;1;1;2;2;1;1;2;1;1;2;2;2;2;4;1;2;3;1;2;2;2;2;2;2;2;2;1;;4;2;2;5;2;2;5;2;1;2;3;2;2;1;3;2;2;24016636,1990366;12114338,2670676;5260950,8213287;12938473,1900709;14254145,2017422;0,661346603227996;59906,453121917
"77";35;1;6;4;1;2;2;2;5;2;2;2;2;35;1;4;3;1;2;1;2;2;1;2;2;1;1;2;1;97;1;2;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;2;;1;2;2;2;2;1;1;3;5;1;1;3;2;1;1;2;3;39313715,0641353;18051853,6107218;38434986,0707912;19816630,074653;29495819,6060058;2,2960468252008;298741,956149035
"78";28;2;7;1;2;2;1;2;4;1;1;1;3;28;1;7;1;2;2;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;4;1;3;4;2;2;2;2;2;2;2;2;2;2;;1;97;2;2;2;1;4;2;1;3;4;3;2;97;1;2;3;24016636,1990366;12114338,2670676;28042475,6364488;6955158,89754272;10843662,275684;0,542132214954538;22169,4713939046
"79";23;2;6;4;1;2;2;2;4;2;2;1;2;23;1;5;4;2;1;1;1;2;1;2;2;1;1;2;1;2;1;1;3;1;4;2;3;2;1;2;2;2;2;2;2;1;;;5;1;2;2;2;1;;;2;1;3;2;1;1;1;1;1;2;20650371,2362658;12114338,2670676;28042475,6364488;6779182,58867662;14254145,2017422;0,907373556183115;46131,9934882317
"80";29;3;5;1;5;2;1;1;3;1;1;1;2;29;1;5;5;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;1;3;2;2;4;2;2;2;2;2;2;2;1;;;1;1;4;2;3;1;;;2;2;2;4;1;1;3;1;1;1;20650371,2362658;8602333,35355409;5260950,8213287;6955158,89754272;19569199,9578762;0,24905478739845;7627,25749886972
"81";43;3;7;1;2;2;1;2;5;3;2;1;2;43;1;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;1;2;2;2;3;2;1;3;2;2;2;2;2;2;2;2;2;2;;3;2;1;;;;;4;3;1;2;3;2;1;3;1;2;11713407,8682251;4413565,07719106;18888615,4929057;4158783,67245696;10940047,4281071;0,621399659513766;45956,7818663733
"82";31;1;5;3;1;2;2;2;5;1;1;1;3;31;1;2;2;2;1;1;1;2;1;2;2;1;1;2;1;2;2;2;2;2;4;1;1;4;1;2;2;2;2;2;2;2;2;1;;2;97;2;3;2;2;4;3;1;1;4;2;2;97;2;2;2;39313715,0641353;16426598,6548108;38434986,0707912;19056393,9532222;28682242,4740766;0,551268135270436;24718,7432826717
"83";33;3;5;2;7;2;2;2;4;97;2;1;2;33;1;7;4;2;2;1;1;1;1;1;2;1;2;2;1;1;2;2;2;1;4;1;3;4;1;2;2;2;2;2;2;1;;;2;3;97;1;;;;;3;3;3;4;1;1;97;3;1;3;39313715,0641353;13074442,5753399;26621802,0272178;19056393,9532222;29495819,6060058;0,331014460687054;9393,05428837553
"84";31;2;5;3;1;1;2;2;3;2;2;1;2;31;1;2;3;2;1;1;1;2;1;2;2;1;2;2;1;1;2;2;2;1;4;1;1;3;1;2;2;2;2;2;2;2;2;2;;1;2;2;3;2;1;1;3;1;1;3;3;2;1;1;2;1;39313715,0641353;16426598,6548108;38434986,0707912;23063521,2050712;14864998,1397709;0,275634067635218;25513,0156596839
"85";42;2;4;3;2;2;1;2;97;1;2;1;3;42;1;1;5;2;1;1;2;2;1;1;2;1;1;1;1;1;2;2;1;2;3;2;1;4;1;2;2;2;2;2;2;1;;;5;5;4;2;2;1;;;4;1;1;4;1;1;3;3;1;3;11713407,8682251;5477973,27518231;18888615,4929057;6035664,3758086;4600442,13009103;0,54278993937871;28586,6187681814
"86";35;2;4;3;4;2;1;2;3;2;1;1;2;35;1;3;5;2;1;1;1;1;1;2;2;2;1;2;1;2;1;1;2;1;4;1;1;3;1;2;2;2;2;2;2;1;;;1;1;97;2;2;1;;;3;1;1;3;1;1;97;1;1;2;39313715,0641353;16426598,6548108;38434986,0707912;23063521,2050712;28682242,4740766;1,75852851584407;101665,020685161
"87";23;2;5;4;1;97;2;2;3;2;1;1;2;23;1;3;3;1;1;1;1;1;1;2;2;1;2;2;2;97;2;2;3;1;97;2;3;2;2;1;2;2;1;1;2;2;1;;97;1;2;2;4;1;;;2;4;3;1;1;1;1;1;1;2;20650371,2362658;6803249,7668619;28042475,6364488;17994192,7590122;14254145,2017422;0,453686778091558;28485,5732373704
"88";33;1;1;1;4;1;1;1;1;1;1;2;1;33;1;1;1;2;2;1;2;1;1;2;1;1;1;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;1;;;7;2;2;1;;;;;3;3;1;1;1;1;1;2;1;2;33729345,155718;13074442,5753399;38434986,0707912;19816630,074653;28682242,4740766;0,662028921374107;66038,1886045303
"89";53;3;1;4;3;2;2;2;3;1;1;1;1;53;;;;1;2;2;1;1;1;2;1;1;1;2;1;2;2;2;2;2;4;1;3;4;1;2;2;2;2;2;2;2;2;1;;4;2;2;4;2;1;4;5;3;3;4;2;2;1;3;2;3;6786894,40292303;2450025,89065194;7038914,08024251;3304153,87534937;5238381,45095394;0,641398061711368;10998,2577377525
"90";29;3;1;3;6;1;2;1;5;1;1;2;3;29;1;2;5;1;2;1;1;1;2;2;1;1;1;2;1;2;1;1;2;1;4;1;3;1;;2;2;2;2;2;2;2;2;2;;1;2;2;3;1;;;2;2;3;1;3;2;1;1;1;1;24016636,1990366;8602333,35355409;28042475,6364488;17994192,7590122;19569199,9578762;0,4981095747969;85033,899889624
"91";23;2;5;2;3;2;1;2;3;2;1;1;2;23;1;1;3;1;1;2;1;1;1;1;2;1;2;2;1;2;2;2;2;2;3;2;97;2;2;2;2;2;2;2;2;2;2;2;;1;2;2;4;1;;;2;3;3;1;3;2;1;1;1;2;20650371,2362658;8139563,11841058;28042475,6364488;17994192,7590122;14254145,2017422;9,07373556183115;602674,655587303
"92";25;2;5;4;1;2;2;2;3;1;1;1;2;25;1;3;3;2;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;2;1;3;5;;2;2;2;2;2;2;2;2;2;;2;2;2;3;1;;;2;5;3;1;3;2;1;2;1;2;24016636,1990366;9007522,92940827;28042475,6364488;17994192,7590122;14254145,2017422;3,37854080811537;919508,594959159
"93";15;3;3;4;1;2;2;2;3;3;2;3;3;15;1;6;3;2;1;2;2;1;2;2;2;1;1;2;1;2;2;1;2;1;4;1;3;2;2;1;2;2;1;1;2;2;2;2;;1;2;1;;;;;1;5;3;1;3;2;1;1;1;3;7039177,41749923;2204355,52273676;10134655,0132459;4732924,51842699;3886501,53854705;1,28450957159093;179417,968332076
"94";35;3;5;1;3;1;2;2;4;1;1;1;3;35;1;5;6;2;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;1;4;2;2;2;2;2;2;2;1;;;6;1;3;2;7;2;2;4;3;1;1;4;1;1;2;1;2;3;39313715,0641353;16426598,6548108;38434986,0707912;19056393,9532222;29495819,6060058;0,879264257922035;39435,5927629199
"95";15;1;1;3;6;2;2;1;3;1;1;2;3;15;1;3;3;2;2;1;1;1;1;1;2;1;1;1;2;2;2;1;1;1;4;2;3;3;1;2;2;2;2;2;2;2;2;1;;1;2;2;3;2;1;4;1;1;3;3;2;2;1;1;2;2;6635351,59351707;4272340,37819496;10134655,0132459;4162214,51581537;5331736,77354466;0,457804394479624;61601,2676697975
"96";33;3;5;1;4;2;2;2;5;1;1;97;1;33;1;6;3;1;2;1;1;1;2;2;1;1;1;2;1;2;2;1;2;1;4;1;1;4;1;1;2;2;2;1;2;2;2;2;;1;2;2;3;1;;;3;5;1;4;3;2;1;1;1;2;39313715,0641353;18051853,6107218;38434986,0707912;19056393,9532222;28682242,4740766;0,662028921374107;29295,452727069
"97";15;3;5;4;2;1;2;2;3;1;1;1;2;35;2;;;2;2;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;3;2;1;4;1;2;2;2;2;2;2;1;;;2;4;4;2;1;1;;;1;2;1;4;1;1;3;3;1;3;6635351,59351707;2790858,56958486;2438978,46931809;2403297,95069104;3886501,53854705;0,228902197239812;2972,38367296505
"98";21;3;5;3;1;1;1;2;3;2;2;1;2;21;1;1;2;2;2;1;2;1;1;1;2;1;1;1;1;2;2;2;1;2;3;2;3;3;1;2;2;2;2;2;2;1;;;5;1;2;2;10;1;;;2;4;3;3;1;1;1;1;1;1;20650371,2362658;6803249,7668619;28042475,6364488;12938473,1900709;19569199,9578762;1,32269320645599;95181,3023715586
"99";29;3;5;2;1;2;2;2;3;1;1;97;2;29;1;6;3;1;1;1;1;2;1;2;2;1;1;2;1;2;1;1;2;1;4;1;3;4;2;2;2;2;2;2;2;2;1;;3;2;97;97;;;;;2;2;3;4;1;1;97;2;97;3;24016636,1990366;8602333,35355409;28042475,6364488;6955158,89754272;10843662,275684;0,4981095747969;9737,13597975865
"100";26;1;6;1;7;1;2;2;4;2;1;1;1;26;1;7;2;2;2;1;1;2;1;1;2;1;2;1;1;1;1;2;1;2;4;1;1;4;1;2;2;2;2;2;2;1;;;4;1;5;2;6;2;97;1;2;3;1;4;1;1;3;1;2;3;24016636,1990366;8139563,11841058;11020165,745746;6955158,89754272;10843662,275684;0,65572033611561;11325,0067837444
"101";53;3;3;2;3;2;2;2;3;1;1;1;1;53;;;;2;2;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;1;2;3;3;1;2;2;2;2;2;2;1;;;4;1;4;2;4;1;;;5;3;3;3;1;1;3;1;1;3;6106169,83467086;2450025,89065194;7038914,08024251;3563234,29696145;5238381,45095394;3,98297920466026;173916,359392978
"102";41;2;2;4;1;3;2;2;3;1;1;1;2;41;1;3;3;2;2;1;1;2;2;2;2;1;2;2;1;2;1;2;1;2;2;2;1;4;1;2;2;2;2;2;2;2;2;2;;1;3;1;;;;;4;4;1;4;3;2;2;1;1;3;11713407,8682251;4412989,44798431;18888615,4929057;6035664,3758086;4600442,13009103;0,572897660758402;16822,0550328311
"103";15;3;1;2;1;2;2;2;5;1;1;97;3;15;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;97;1;2;2;3;3;2;2;2;2;2;2;2;1;;;5;2;1;2;2;1;;;1;4;3;2;1;1;1;2;1;2;6635351,59351707;1930609,47688079;10134655,0132459;2376092,0260829;5331736,77354466;0,915608788959247;39663,2841144137
"104";25;1;3;2;1;3;2;2;3;1;1;2;3;25;1;3;2;2;2;1;1;1;2;1;2;2;1;1;1;1;2;2;1;1;4;2;1;3;2;2;2;2;2;2;2;2;2;2;;1;2;2;3;1;;;2;2;1;2;3;2;1;1;1;1;20650371,2362658;8602333,35355409;11020165,745746;6779182,58867662;19569199,9578762;0,561591784282807;21774,0329436073
"105";15;2;4;2;2;2;1;2;5;1;3;2;2;15;1;6;4;2;2;1;2;1;2;2;1;2;2;2;1;2;2;1;2;1;2;2;1;2;1;2;2;2;2;2;2;1;;;5;2;1;2;6;1;;;1;4;1;2;1;1;1;2;1;2;6635351,59351707;1930609,47688079;2438978,46931809;2376092,0260829;5331736,77354466;0,457804394479624;19163,7501995329
"106";33;2;5;1;2;1;2;2;2;1;1;1;3;33;1;4;5;2;2;1;1;1;1;2;2;1;2;2;1;1;2;2;1;1;1;1;1;4;1;2;2;2;2;2;2;1;;;5;2;4;2;3;1;;;3;3;1;4;1;1;3;2;1;3;39313715,0641353;13074442,5753399;38434986,0707912;19056393,9532222;29495819,6060058;0,49652169103058;17134,5558876636
"107";52;2;5;1;2;1;1;1;5;1;1;1;2;52;1;2;3;2;2;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;1;1;5;3;1;2;2;2;2;2;2;1;;;1;4;4;1;;;;;5;1;4;3;1;1;3;3;1;2;6786894,40292303;3337980,36993214;124323,63652788;3563234,29696145;3641997,23256681;0,331914933721689;4425,8503204982
"108";23;3;5;2;2;1;1;2;2;1;1;1;3;23;1;1;2;2;1;1;1;1;1;1;2;1;97;2;1;1;1;1;2;1;1;2;3;3;2;2;2;2;2;2;2;1;;;5;1;2;1;;;;;2;4;3;2;1;1;1;1;1;3;20650371,2362658;6803249,7668619;28042475,6364488;6779182,58867662;10843662,275684;0,226843389045779;3806,94287809774
"109";15;2;5;2;3;1;1;1;1;1;1;1;1;15;1;1;6;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;1;1;3;1;2;2;2;2;2;2;2;2;1;;2;2;1;;;;;1;4;1;3;2;2;1;2;1;3;7039177,41749923;1930609,47688079;2438978,46931809;4162214,51581537;3886501,53854705;0,152601464826541;6522,53262194484
"110";52;2;5;2;2;2;2;2;3;2;1;1;2;52;1;3;5;2;2;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;4;1;2;4;2;2;2;2;2;2;2;2;2;2;;4;2;2;4;2;1;1;5;2;2;4;3;2;1;3;2;1;6786894,40292303;2481985,53106518;1133334,85751398;3304153,87534937;4012685,55407314;0,787122676322043;14507,4733465001
"111";52;3;1;4;1;2;2;2;4;2;1;1;2;52;1;3;2;2;1;1;1;2;1;1;2;1;2;2;2;2;2;1;2;1;4;1;5;3;1;2;2;2;2;2;2;2;2;1;;3;1;2;1;1;;;5;1;4;3;2;2;1;3;1;2;6786894,40292303;3337980,36993214;124323,63652788;3563234,29696145;3641997,23256681;0,663829867443377;8851,70064099641
"112";11;3;5;2;2;1;1;2;4;2;2;1;2;11;1;3;97;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;4;2;3;3;1;2;2;2;2;2;2;1;;;1;1;3;1;;;;;1;1;3;3;1;1;2;1;1;3;6635351,59351707;4272340,37819496;10134655,0132459;4162214,51581537;3886501,53854705;0,24032627448617;11728,8586407184
"113";24;2;5;2;2;2;1;2;3;1;1;1;2;24;1;5;2;2;2;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;2;3;1;2;2;2;2;2;2;2;1;;2;3;2;1;;;;;2;2;2;3;1;1;1;3;1;2;24016636,1990366;8602333,35355409;5260950,8213287;12938473,1900709;14254145,2017422;0,492441024691407;21323,3250961863
"114";17;1;5;2;2;2;1;2;3;2;1;1;2;17;1;1;5;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;2;4;2;3;4;1;2;2;2;2;2;2;1;;;4;1;5;2;5;1;;;1;4;3;4;1;1;3;1;1;1;6635351,59351707;1930609,47688079;10134655,0132459;2403297,95069104;4456290,69892459;0,483909500361074;41244,3941839275
"115";42;2;4;1;1;1;1;2;5;1;3;2;3;42;2;;;1;1;1;1;97;1;2;2;1;1;2;1;1;1;2;2;97;4;2;1;3;1;2;2;2;2;2;2;1;;;4;1;3;2;2;1;;;4;5;1;3;1;1;2;1;1;1;11713407,8682251;6013776,57309264;18888615,4929057;6745263,54772842;9103462,815831;0,271394969689355;20943,4997522713
"116";43;3;5;2;1;2;2;2;3;1;1;2;2;42;2;;;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;1;;5;2;2;2;4;1;;;4;1;4;1;1;1;1;2;1;2;11713407,8682251;5477973,27518231;214541,00367572;7704240,77803519;10940047,4281071;1,24279931902753;34879,1183658108
"117";41;2;4;1;2;2;1;2;5;3;3;1;2;41;1;3;3;2;1;2;2;2;2;2;1;2;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;;2;3;2;2;1;;;4;4;1;2;3;2;2;2;1;3;11713407,8682251;4412989,44798431;18888615,4929057;4158783,67245696;4600442,13009103;1,20953948396612;49005,6978454373
"118";52;2;2;1;2;1;1;2;3;2;2;1;1;52;1;3;3;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;1;2;4;2;3;4;1;2;2;2;2;2;2;1;;;5;1;3;2;4;1;;;5;2;3;4;1;1;2;1;1;3;6106169,83467086;2481985,53106518;7038914,08024251;3304153,87534937;5238381,45095394;0,314849070528817;9336,36997241381
"119";15;1;2;2;1;2;2;2;3;1;1;1;2;15;1;4;2;2;1;1;1;2;2;1;2;1;2;2;1;2;2;1;2;2;4;1;3;4;2;2;2;2;2;2;2;1;;;2;2;2;2;4;1;;;1;2;3;4;1;1;1;2;1;2;7039177,41749923;2790858,56958486;10134655,0132459;2403297,95069104;5331736,77354466;0,457804394479624;23041,7512986622
"120";52;2;5;3;1;2;2;2;4;1;1;1;3;52;1;3;1;2;2;2;1;2;1;2;2;1;1;1;1;2;2;2;2;1;4;1;3;3;1;2;2;2;2;2;2;2;1;;3;1;2;2;4;1;;;5;3;3;3;1;1;1;1;1;2;6786894,40292303;2450025,89065194;7038914,08024251;3563234,29696145;3641997,23256681;0,787122676322043;53303,6420728914
"121";27;2;1;4;1;2;2;2;4;1;1;1;2;27;1;1;2;97;1;2;1;2;1;1;2;1;2;2;1;2;2;97;2;1;4;2;97;3;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;1;;;2;5;1;3;3;2;1;2;1;2;20650371,2362658;9007522,92940827;11020165,745746;12938473,1900709;14254145,2017422;0,445522398427116;42722,9044479895
"122";41;1;3;2;1;1;1;2;4;2;3;1;3;41;1;6;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;1;2;4;1;2;3;1;2;2;2;2;2;2;2;1;;2;1;3;2;2;1;;;4;5;2;3;1;1;2;1;1;2;12930544,5058041;6013776,57309264;1010899,68520635;6745263,54772842;10940047,4281071;2,41907896793224;113492,65620238
"123";41;3;5;1;4;1;2;1;5;1;97;1;97;41;1;3;1;2;2;2;2;2;1;2;1;97;1;1;2;2;1;2;2;2;2;1;1;3;1;2;2;2;2;2;2;2;2;2;;4;3;1;;;;;4;5;1;3;3;2;2;3;1;3;12930544,5058041;6013776,57309264;18888615,4929057;6745263,54772842;4600442,13009103;0,60476974198306;32977,998809965
"124";21;1;2;2;2;2;2;2;4;1;1;1;3;21;1;3;2;2;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;3;4;1;2;2;2;2;2;2;2;1;;1;5;3;2;4;1;;;2;2;3;4;1;1;2;3;1;2;20650371,2362658;8602333,35355409;28042475,6364488;6955158,89754272;14254145,2017422;0,165336650806999;3286,87065307582
"125";51;2;7;2;2;1;97;2;5;3;2;2;2;51;1;4;5;2;1;97;2;2;2;1;97;2;1;1;2;2;97;1;2;2;2;2;3;3;2;2;2;2;2;2;2;1;;;5;2;2;1;;;;;5;3;3;2;1;1;1;2;1;1;6106169,83467086;2450025,89065194;7038914,08024251;2120908,14236507;4012685,55407314;0,447784121368303;17543,1717074361
"126";15;2;4;1;4;1;1;1;5;2;3;1;2;15;2;;;2;1;1;2;2;2;2;1;2;1;1;2;2;97;1;1;2;2;2;3;4;2;2;2;2;2;2;2;1;;;4;2;3;2;4;1;;;1;1;3;4;1;1;2;2;1;1;6635351,59351707;4272340,37819496;10134655,0132459;2403297,95069104;4456290,69892459;0,457804394479624;58485,3048115326
"127";33;1;5;2;1;1;1;2;4;2;1;2;2;33;1;2;2;2;1;2;2;2;1;2;1;1;1;2;1;2;1;2;1;1;3;1;1;4;1;1;2;2;2;1;2;1;;;1;1;3;2;2;1;;;3;1;1;4;1;1;2;1;1;3;39313715,0641353;16426598,6548108;38434986,0707912;19056393,9532222;29495819,6060058;0,662028921374107;29692,4419540085
"128";33;2;5;4;1;2;2;2;3;1;1;1;2;33;97;;;2;1;1;1;1;1;1;2;1;2;2;97;97;2;2;2;1;4;2;3;3;2;2;2;2;2;2;2;2;2;2;;2;97;2;4;2;2;4;3;1;3;2;3;2;97;2;2;3;33729345,155718;16426598,6548108;26621802,0272178;11106514,9869069;29495819,6060058;0,922012930343653;42869,3736597878
"129";21;1;3;1;2;1;1;2;5;3;1;2;3;21;1;4;4;1;1;2;2;2;1;1;2;1;1;1;1;1;1;2;2;3;4;2;1;3;1;2;2;2;2;2;2;2;2;2;;5;3;2;4;1;;;2;1;1;3;3;2;2;3;1;3;20650371,2362658;12114338,2670676;11020165,745746;12938473,1900709;10843662,275684;0,330673301613998;15053,7990259736
"130";31;3;5;97;1;2;2;2;5;1;1;1;2;31;1;3;3;2;2;1;2;2;1;97;2;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;2;2;2;1;2;2;2;2;;2;97;97;;;;;3;4;3;3;3;2;97;2;97;2;39313715,0641353;12274670,31592;26621802,0272178;23063521,2050712;28682242,4740766;0,551268135270436;18266,9462717067
"131";25;1;1;4;2;2;2;2;3;2;3;1;3;25;2;;;2;1;1;1;2;1;1;2;1;1;2;1;2;2;2;1;1;4;1;3;3;1;2;2;2;2;2;2;1;;;5;2;2;2;5;2;1;4;2;1;3;3;1;1;1;2;2;2;24016636,1990366;12114338,2670676;28042475,6364488;12938473,1900709;14254145,2017422;0,561591784282807;63050,5088908131
"132";29;3;5;2;2;1;2;2;4;1;1;1;2;29;2;;;2;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;3;2;3;3;1;2;2;2;2;2;2;1;;;5;4;2;2;2;2;1;4;2;1;3;3;1;1;1;3;2;3;20650371,2362658;12114338,2670676;28042475,6364488;12938473,1900709;10843662,275684;0,4981095747969;27139,9769820498
"133";43;3;5;1;2;1;1;2;3;1;1;1;2;43;1;2;6;1;1;1;1;2;2;2;2;1;1;1;2;2;1;1;1;2;3;2;1;4;1;2;2;2;2;2;2;1;;;4;1;5;2;4;1;;;4;5;1;4;1;1;3;1;1;1;11713407,8682251;6013776,57309264;18888615,4929057;6035664,3758086;9103462,815831;0,621399659513766;26767,3076696428
"134";31;2;5;3;2;3;2;2;3;1;1;1;2;31;2;;;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;4;2;1;3;2;2;2;2;2;2;2;2;2;1;;1;97;2;3;2;2;4;3;1;1;2;2;2;97;1;2;2;33729345,155718;16426598,6548108;38434986,0707912;11106514,9869069;28682242,4740766;0,551268135270436;31163,2196703273
"135";42;1;3;1;2;2;1;1;5;1;1;1;2;42;1;1;1;2;2;1;1;2;2;2;2;1;97;1;1;2;1;1;1;2;2;2;2;4;1;2;2;2;2;2;2;1;;;1;2;3;2;3;1;;;4;1;2;4;1;1;2;2;1;2;11713407,8682251;5477973,27518231;1010899,68520635;6035664,3758086;10940047,4281071;0,54278993937871;24594,9679553127
"136";35;2;4;1;2;1;1;1;5;1;1;97;2;35;1;2;3;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2;2;4;4;2;2;2;2;2;2;2;2;2;2;;2;2;1;;;;;3;1;4;4;3;2;1;2;1;3;33729345,155718;16426598,6548108;866171,66059673;19056393,9532222;29495819,6060058;0,879264257922035;13953,5472870217
"137";33;2;3;4;4;3;97;2;3;2;1;1;2;33;2;;;1;2;1;1;2;1;2;2;1;2;2;2;2;2;1;3;1;4;1;3;3;2;2;2;2;2;2;2;1;;;6;2;3;2;6;2;2;4;3;1;3;2;1;1;2;2;2;3;39313715,0641353;16426598,6548108;26621802,0272178;11106514,9869069;29495819,6060058;0,662028921374107;31295,7123369729
"138";35;2;5;2;2;2;2;2;3;1;1;1;3;35;1;2;5;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;3;1;2;4;1;2;2;2;2;2;2;1;;;1;2;3;2;2;1;;;3;1;2;4;1;1;2;2;1;3;39313715,0641353;16426598,6548108;7120100,46124758;19056393,9532222;29495819,6060058;0,879264257922035;39630,1935176394
"139";35;3;5;2;2;2;97;2;4;1;1;1;1;35;2;;;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;4;1;1;4;1;2;2;2;2;2;2;2;1;;5;4;97;2;2;1;;;3;4;1;4;1;1;97;3;1;3;39313715,0641353;12274670,31592;38434986,0707912;19056393,9532222;29495819,6060058;0,439632128961017;13744,0289644556
"140";35;2;6;2;5;1;1;1;5;1;1;1;2;35;1;2;2;2;1;1;2;2;2;2;1;2;1;1;1;2;1;1;1;2;2;2;1;3;1;2;2;2;2;2;2;2;2;2;;1;3;2;3;1;;;3;5;1;3;3;2;2;1;1;3;33729345,155718;18051853,6107218;38434986,0707912;23063521,2050712;29495819,6060058;0,586176171948023;32901,655984485
"141";35;3;1;4;2;2;97;2;3;1;3;3;3;35;2;;;1;1;1;1;2;1;2;2;1;1;2;1;1;2;1;2;1;4;1;3;3;1;2;2;2;2;2;2;2;2;1;;2;97;2;4;2;1;4;3;1;3;3;2;2;97;2;2;3;39313715,0641353;16426598,6548108;26621802,0272178;23063521,2050712;29495819,6060058;17,5852851584407;836184,761614369
"142";27;3;7;2;1;2;1;2;3;2;2;2;2;27;1;2;5;2;1;2;1;2;1;1;2;1;1;2;1;2;2;2;2;1;4;1;3;3;1;2;2;2;2;2;2;2;1;;5;2;2;2;2;1;;;2;1;3;3;1;1;1;2;1;2;24016636,1990366;12114338,2670676;28042475,6364488;12938473,1900709;14254145,2017422;0,445522398427116;50019,27508423
"143";29;3;5;2;1;2;2;2;1;1;1;1;2;29;1;6;2;2;2;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;4;1;3;2;2;2;2;2;2;2;2;2;2;1;;1;2;2;2;2;1;1;2;1;3;1;2;2;1;1;2;1;24016636,1990366;12114338,2670676;28042475,6364488;17994192,7590122;19569199,9578762;0,996219149593799;355767,171574584
"144";35;3;5;3;2;2;2;2;3;1;1;2;2;35;1;3;2;2;2;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;4;1;1;2;2;2;2;2;2;2;2;1;;;3;3;2;1;;;;;3;4;1;1;1;1;1;3;1;2;39313715,0641353;12274670,31592;38434986,0707912;19816630,074653;28682242,4740766;2,0409305112896;187514,20441155
