"ID";"P01";"P02";"P03";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_1";"P13_2";"P13_3";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"VD_P19";"VD_IDADE";"VD_ESCOLARIDADE";"VD_RENDA";"VD_TIPOTEL";"W1";"W2"
"471";4;3;1;3;3;2;4;4;97;2;3;5;1;2;2;3;3;5;1;2;2;;;;2;5;4;3;3;3;2;2;"3";"0.177770679236294";"21641.84"
"472";14;3;1;3;3;2;3;1;3;1;1;5;1;2;2;3;3;5;1;2;1;2;1;1;2;3;6;4;3;1;4;3;"3";"0.177770679236294";"21641.84"
"473";14;3;1;2;3;2;5;3;3;1;1;5;1;2;1;2;2;3;6;2;1;1;1;1;2;7;6;3;2;4;4;2;"3";"0.177770679236294";"21641.84"
"474";14;3;1;2;2;3;4;1;3;1;1;5;1;2;1;3;2;4;1;1;1;2;2;1;2;3;5;2;3;1;3;1;"3";"0.177770679236294";"21641.84"
"475";14;3;1;2;2;2;3;2;1;1;2;4;1;2;2;3;2;3;1;1;1;1;1;2;2;3;6;2;3;1;4;1;"3";"0.177770679236294";"21641.84"
"476";14;3;1;2;3;1;5;4;2;3;2;3;2;2;2;2;2;2;6;2;1;1;1;1;2;3;5;2;2;1;3;1;"3";"0.177770679236294";"21641.84"
"477";22;3;1;1;1;1;6;2;2;2;1;3;97;2;1;2;2;3;8;2;2;;;;2;4;6;2;2;2;4;1;"3";"0.177770679236294";"21641.84"
"478";22;3;1;3;2;2;4;1;3;2;3;5;1;2;2;3;3;3;2;2;1;2;1;1;2;5;5;4;3;3;3;3;"3";"0.177770679236294";"21641.84"
"479";22;3;1;2;1;1;5;2;3;1;2;2;1;2;1;2;1;2;9;2;1;2;1;1;2;4;4;2;1;2;2;1;"3";"0.177770679236294";"21641.84"
"480";22;3;1;3;3;2;6;3;3;2;1;4;1;1;2;2;2;3;1;2;1;1;2;2;2;1;4;1;3;1;2;1;"3";"0.177770679236294";"21641.84"
"481";3;3;2;3;3;2;4;2;1;2;2;2;2;2;2;3;3;5;1;2;2;;;;2;3;7;3;3;1;4;2;"1";"0.00832921178354529";"1014"
"482";14;3;2;2;3;1;2;1;1;1;1;4;1;2;2;3;3;4;1;2;1;2;1;2;2;3;7;1;3;1;4;1;"1";"0.00832921178354529";"1014"
"483";14;3;2;2;2;1;4;1;2;2;2;4;1;2;1;3;2;4;3;2;1;1;97;1;2;7;7;4;3;4;4;3;"1";"0.00832921178354529";"1014"
"484";1;3;2;1;2;3;4;4;3;1;3;5;1;1;2;3;3;4;1;2;1;2;1;1;2;4;7;3;3;2;4;2;"2";"1.76373934491053";"214718"
"485";14;3;1;3;3;3;3;1;1;1;1;4;97;1;2;3;3;4;6;2;1;2;97;1;2;4;7;3;2;2;4;2;"3";"0.0982994846288821";"11967"
"486";3;3;1;3;2;3;4;1;3;1;97;5;1;1;2;3;3;5;3;2;1;2;1;2;2;4;7;3;3;2;4;2;"3";"0.0982994846288821";"11967"
"487";3;3;1;2;1;2;4;1;2;1;1;5;1;2;1;3;2;4;3;1;1;2;1;1;2;4;7;5;3;2;4;3;"3";"0.0982994846288821";"11967"
"488";3;3;1;2;2;1;6;2;2;1;1;5;1;2;1;1;1;3;97;2;1;2;1;1;2;5;7;4;97;3;4;3;"3";"0.0982994846288821";"11967"
"489";14;3;1;2;2;2;1;1;2;1;1;3;1;1;1;3;3;3;1;2;1;1;2;1;2;7;7;5;3;4;4;3;"3";"0.0982994846288821";"11967"
"490";14;3;1;3;3;2;2;1;3;1;1;3;1;2;2;1;2;3;6;2;1;1;2;2;2;4;7;97;2;2;4;97;"3";"0.0982994846288821";"11967"
"491";3;3;1;2;2;2;5;2;3;1;2;4;1;2;2;3;2;4;5;2;2;;;;2;7;7;4;3;4;4;3;"3";"0.0982994846288821";"11967"
"492";14;3;1;3;3;3;4;1;3;1;1;5;1;2;2;2;2;4;1;2;1;1;2;2;2;4;7;1;3;2;4;1;"3";"0.0982994846288821";"11967"
"493";1;3;1;1;3;3;6;1;97;97;3;5;97;2;1;3;3;5;1;1;1;97;2;97;2;4;7;5;3;2;4;3;"3";"0.0982994846288821";"11967"
"494";1;3;1;2;3;3;6;1;3;2;1;5;1;2;2;3;3;5;4;2;1;2;2;1;2;6;7;3;3;4;4;2;"3";"0.0982994846288821";"11967"
"495";14;3;1;1;2;1;6;1;2;2;2;5;1;2;2;2;2;2;5;1;1;2;1;2;2;4;7;4;3;2;4;3;"3";"0.0982994846288821";"11967"
"496";14;3;1;3;3;3;2;1;2;2;2;4;1;2;2;3;3;4;3;2;1;2;1;1;2;3;7;3;3;1;4;2;"3";"0.0982994846288821";"11967"
"497";13;4;2;3;3;1;5;4;3;1;1;4;2;2;2;2;3;3;8;2;1;2;2;1;1;7;2;2;2;4;1;1;"1";"0.828862297330785";"100905.870967742"
"498";13;4;2;2;2;1;4;4;97;97;1;97;1;1;1;2;3;2;11;97;1;1;2;97;1;7;2;97;1;4;1;97;"1";"0.828862297330785";"100905.870967742"
"499";13;4;2;3;3;2;4;4;97;1;3;5;1;2;2;3;3;5;1;2;1;2;2;2;1;7;2;2;3;4;1;1;"1";"0.828862297330785";"100905.870967742"
"500";19;4;2;1;3;97;4;4;3;1;1;5;1;2;2;3;3;5;6;2;2;;;;1;6;3;1;2;4;2;1;"1";"0.828862297330785";"100905.870967742"
"501";19;4;2;3;3;2;4;3;97;1;3;5;1;2;2;3;2;3;1;2;2;;;;1;6;2;2;3;4;1;1;"1";"0.828862297330785";"100905.870967742"
"502";19;4;2;3;3;3;4;3;1;1;1;5;1;2;2;3;3;5;1;2;2;;;;1;6;5;1;3;4;3;1;"1";"0.828862297330785";"100905.870967742"
"503";19;4;2;3;2;1;5;3;3;2;1;3;2;2;1;2;1;3;7;2;2;;;;1;6;5;97;2;4;3;97;"1";"0.828862297330785";"100905.870967742"
"504";19;4;2;3;3;1;2;2;3;2;1;4;1;2;2;3;2;2;1;2;1;1;1;2;1;6;3;1;3;4;2;1;"1";"0.828862297330785";"100905.870967742"
"505";13;4;2;3;3;3;5;4;2;3;2;5;1;2;2;3;3;5;9;2;97;97;97;97;1;7;2;2;1;4;1;1;"1";"0.828862297330785";"100905.870967742"
"506";13;4;2;2;2;2;6;3;97;1;2;5;1;2;1;3;3;5;3;2;1;2;2;97;1;6;5;3;3;4;3;2;"1";"0.828862297330785";"100905.870967742"
"507";13;4;2;2;2;1;5;4;1;3;2;5;1;2;2;3;3;4;1;2;1;2;1;1;1;6;2;2;3;4;1;1;"1";"0.828862297330785";"100905.870967742"
"508";13;4;2;3;3;2;2;2;3;1;3;3;1;2;1;2;2;3;1;2;2;;;;1;4;5;1;3;2;3;1;"1";"0.828862297330785";"100905.870967742"
"509";13;4;2;2;2;2;5;2;1;1;1;5;1;2;2;3;2;3;1;1;1;1;1;2;1;7;2;2;3;4;1;1;"1";"0.828862297330785";"100905.870967742"
"510";19;4;2;3;3;3;6;1;97;1;1;5;1;2;2;3;3;4;1;2;1;1;2;1;1;7;6;1;3;4;4;1;"1";"0.828862297330785";"100905.870967742"
"511";8;4;2;3;3;2;5;4;1;2;3;4;1;1;1;3;3;4;7;2;2;;;;1;6;5;2;2;4;3;1;"1";"0.828862297330785";"100905.870967742"
"512";25;4;2;3;3;1;2;3;3;3;2;3;1;2;2;3;3;3;1;2;1;1;1;2;1;3;5;1;3;1;3;1;"1";"0.828862297330785";"100905.870967742"
"513";25;4;2;3;2;3;5;4;97;2;1;5;97;2;2;3;3;5;1;2;2;;;;1;7;2;2;3;4;1;1;"1";"0.828862297330785";"100905.870967742"
"514";25;4;2;3;2;3;1;4;1;1;2;5;1;2;1;3;3;4;1;2;2;;;;1;7;2;2;3;4;1;1;"1";"0.828862297330785";"100905.870967742"
"515";25;4;2;2;2;1;6;2;3;2;1;97;1;2;97;2;2;3;6;2;97;1;1;1;1;7;3;2;2;4;2;1;"1";"0.828862297330785";"100905.870967742"
"516";25;4;2;2;2;2;4;4;3;1;2;3;1;1;2;2;2;3;4;2;2;;;;1;7;3;2;3;4;2;1;"1";"0.828862297330785";"100905.870967742"
"517";25;4;2;2;3;97;4;2;3;1;97;3;97;97;1;2;2;3;6;97;1;2;97;1;1;7;5;2;2;4;3;1;"1";"0.828862297330785";"100905.870967742"
"518";25;4;2;3;3;1;5;1;2;1;3;5;1;2;2;3;2;5;8;1;2;;;;1;6;2;2;2;4;1;1;"1";"0.828862297330785";"100905.870967742"
"519";25;4;2;2;2;97;1;2;2;2;3;3;1;2;2;2;2;2;1;2;2;;;;1;1;4;1;3;1;2;1;"1";"0.828862297330785";"100905.870967742"
"520";25;4;2;3;3;1;4;4;3;2;3;5;1;2;2;2;2;4;1;2;2;;;;1;6;3;2;3;4;2;1;"1";"0.828862297330785";"100905.870967742"
"521";25;4;2;2;3;2;4;2;3;1;1;3;1;1;1;2;2;3;6;2;1;1;2;2;1;3;6;1;2;1;4;1;"1";"0.828862297330785";"100905.870967742"
"522";25;4;2;3;2;3;5;2;2;1;1;2;1;2;1;2;2;3;97;2;97;97;97;97;1;7;2;2;97;4;1;1;"1";"0.828862297330785";"100905.870967742"
"523";25;4;2;3;3;3;4;4;2;2;3;3;2;2;2;3;3;5;1;1;2;;;;1;7;3;2;3;4;2;1;"1";"0.828862297330785";"100905.870967742"
"524";25;4;2;2;2;2;1;2;1;1;2;2;1;2;1;2;2;3;6;1;1;2;1;1;1;3;5;3;2;1;3;2;"1";"0.828862297330785";"100905.870967742"
"525";25;4;2;2;2;1;5;4;97;97;97;3;97;2;1;97;97;3;97;97;97;97;2;1;1;6;2;2;97;4;1;1;"1";"0.828862297330785";"100905.870967742"
"526";25;4;2;1;2;1;6;1;2;1;1;4;1;2;1;3;3;4;1;2;1;1;97;97;1;7;5;97;3;4;3;97;"1";"0.828862297330785";"100905.870967742"
"527";25;4;2;2;2;1;5;2;2;1;1;3;1;2;1;2;2;3;97;2;2;;;;1;6;2;4;97;4;1;3;"1";"0.828862297330785";"100905.870967742"
"528";8;4;2;2;2;3;6;2;2;1;1;5;1;2;2;3;3;5;2;1;2;;;;1;4;2;3;3;2;1;2;"2";"5.49599288380055";"669083.333333333"
"529";19;4;2;2;2;97;5;2;97;97;97;97;97;2;97;2;3;3;97;1;1;97;97;97;1;6;2;1;97;4;1;1;"2";"5.49599288380055";"669083.333333333"
"530";19;4;2;3;3;3;4;2;3;1;2;3;1;2;2;3;3;4;3;2;1;2;1;2;1;4;5;1;3;2;3;1;"2";"5.49599288380055";"669083.333333333"
"531";25;4;2;3;3;2;1;2;3;1;1;3;1;2;1;3;2;4;6;2;2;;;;1;5;5;3;2;3;3;2;"2";"5.49599288380055";"669083.333333333"
"532";25;4;2;2;3;2;4;2;3;1;1;5;1;2;2;3;3;5;1;2;1;2;2;1;1;5;3;2;3;3;2;1;"2";"5.49599288380055";"669083.333333333"
"533";25;4;2;2;3;1;1;2;3;1;2;3;2;2;2;3;3;4;4;2;1;2;1;2;1;2;5;1;3;1;3;1;"2";"5.49599288380055";"669083.333333333"
"534";25;4;2;1;2;1;5;2;2;1;1;2;2;2;1;2;2;2;8;2;2;;;;1;6;2;3;2;4;1;2;"2";"5.49599288380055";"669083.333333333"
"535";25;4;2;3;3;2;1;4;1;2;1;5;2;2;1;3;3;5;1;2;1;2;2;1;1;5;2;97;3;3;1;97;"2";"5.49599288380055";"669083.333333333"
"536";25;4;2;2;1;2;3;4;1;3;1;3;1;2;1;2;2;3;8;2;1;1;2;2;1;3;5;2;2;1;3;1;"2";"5.49599288380055";"669083.333333333"
"537";25;4;2;3;3;1;5;2;3;2;1;5;2;2;1;2;2;3;2;2;2;;;;1;6;2;1;3;4;1;1;"2";"5.49599288380055";"669083.333333333"
"538";25;4;2;3;3;1;5;2;3;2;1;5;1;2;2;3;3;5;1;2;2;;;;1;3;5;1;3;1;3;1;"2";"5.49599288380055";"669083.333333333"
"539";25;4;2;2;3;2;6;3;3;1;1;3;1;2;1;2;1;2;8;1;1;1;1;1;1;3;6;2;2;1;4;1;"2";"5.49599288380055";"669083.333333333"
"540";13;4;2;3;3;3;5;4;3;1;2;5;1;2;2;3;2;4;1;2;1;2;2;1;1;4;3;97;3;2;2;97;"2";"5.49599288380055";"669083.333333333"
"541";13;4;2;2;2;1;5;4;1;2;1;5;1;2;2;2;2;3;7;2;1;2;97;1;1;6;2;2;2;4;1;1;"2";"5.49599288380055";"669083.333333333"
"542";13;4;2;2;2;1;2;3;2;2;1;1;1;1;1;2;2;2;10;2;1;1;2;2;1;4;2;2;1;2;1;1;"2";"5.49599288380055";"669083.333333333"
"543";13;4;2;3;3;3;5;4;1;2;1;5;1;1;2;2;2;2;6;1;1;1;2;2;1;3;2;2;2;1;1;1;"2";"5.49599288380055";"669083.333333333"
"544";13;4;2;3;3;3;3;2;1;2;1;3;2;2;1;2;2;3;4;2;1;1;1;1;1;4;5;2;3;2;3;1;"2";"5.49599288380055";"669083.333333333"
"545";13;4;2;2;3;3;5;2;1;1;2;3;1;2;1;3;2;3;6;1;1;1;1;1;1;5;6;3;2;3;4;2;"2";"5.49599288380055";"669083.333333333"
"546";19;4;1;1;3;1;1;2;1;1;1;3;1;1;2;3;2;4;6;1;1;2;2;1;1;3;5;1;2;1;3;1;"3";"0.934685791317567";"113788.845454545"
"547";19;4;1;3;3;1;5;4;97;1;3;5;1;2;2;3;3;5;1;2;2;;;;1;7;5;2;3;4;3;1;"3";"0.934685791317567";"113788.845454545"
"548";19;4;1;3;3;3;4;2;3;1;1;5;1;2;2;3;3;4;1;2;1;2;2;1;1;4;5;1;3;2;3;1;"3";"0.934685791317567";"113788.845454545"
"549";19;4;1;2;2;2;2;2;1;1;1;4;1;1;2;2;3;4;5;2;1;1;2;2;1;3;5;1;3;1;3;1;"3";"0.934685791317567";"113788.845454545"
"550";25;4;1;2;3;3;4;2;3;1;1;4;1;1;1;2;2;3;6;2;1;1;1;2;1;3;5;97;2;1;3;97;"3";"0.934685791317567";"113788.845454545"
"551";25;4;1;2;2;2;3;2;2;1;1;3;1;1;1;2;2;3;7;2;1;2;2;1;1;3;6;2;2;1;4;1;"3";"0.934685791317567";"113788.845454545"
"552";25;4;1;2;3;1;1;1;2;1;1;5;1;1;1;3;2;3;1;2;1;1;1;1;1;7;3;97;3;4;2;97;"3";"0.934685791317567";"113788.845454545"
"553";25;4;1;2;3;1;2;2;3;1;1;5;1;2;1;3;3;4;1;2;1;1;1;1;1;3;5;2;3;1;3;1;"3";"0.934685791317567";"113788.845454545"
"554";25;4;1;3;3;3;1;3;1;1;1;5;1;2;1;3;3;5;1;2;1;2;2;1;1;3;5;2;3;1;3;1;"3";"0.934685791317567";"113788.845454545"
"555";25;4;1;2;3;1;6;1;3;1;2;5;2;2;1;3;3;5;1;2;2;;;;1;3;6;3;3;1;4;2;"3";"0.934685791317567";"113788.845454545"
"556";25;4;1;2;3;2;5;2;2;1;1;2;1;2;1;2;3;3;6;2;2;;;;1;7;3;1;2;4;2;1;"3";"0.934685791317567";"113788.845454545"
"557";25;4;1;3;3;3;1;1;3;3;1;5;1;2;2;3;3;4;1;2;1;2;1;2;1;3;5;1;3;1;3;1;"3";"0.934685791317567";"113788.845454545"
"558";13;4;1;3;3;3;97;4;97;97;1;5;1;1;2;3;3;3;1;2;1;2;2;2;1;5;5;2;3;3;3;1;"3";"0.934685791317567";"113788.845454545"
"559";13;4;1;2;2;3;5;1;2;97;1;1;1;1;1;2;2;1;97;1;1;1;2;1;1;7;1;1;97;4;1;1;"3";"0.934685791317567";"113788.845454545"
"560";13;4;1;3;3;2;1;4;1;2;3;5;97;2;2;3;3;5;1;2;97;2;2;1;1;4;5;2;3;2;3;1;"3";"0.934685791317567";"113788.845454545"
"561";13;4;1;2;3;1;2;1;1;1;1;5;1;2;2;3;2;3;5;2;2;;;;1;3;5;2;3;1;3;1;"3";"0.934685791317567";"113788.845454545"
"562";13;4;1;3;3;2;2;3;2;1;1;2;1;1;2;1;2;3;6;1;1;2;2;2;1;3;5;1;2;1;3;1;"3";"0.934685791317567";"113788.845454545"
"563";13;4;1;3;3;3;4;1;1;1;1;5;1;2;2;3;3;4;1;1;1;2;1;1;1;3;5;2;3;1;3;1;"3";"0.934685791317567";"113788.845454545"
"564";13;4;1;3;3;2;1;2;2;1;1;2;1;2;1;2;2;2;9;2;1;1;2;2;1;6;2;1;1;4;1;1;"3";"0.934685791317567";"113788.845454545"
"565";13;4;1;3;3;3;4;4;3;3;3;5;1;2;2;3;3;5;1;2;1;1;1;1;1;6;6;4;3;4;4;3;"3";"0.934685791317567";"113788.845454545"
"566";13;4;1;3;3;2;1;2;1;1;1;5;1;1;1;2;3;4;1;2;2;;;;1;5;5;1;3;3;3;1;"3";"0.934685791317567";"113788.845454545"
"567";13;4;1;1;2;1;5;1;3;1;1;1;2;1;1;1;1;1;11;1;1;1;2;1;1;5;5;1;1;3;3;1;"3";"0.934685791317567";"113788.845454545"
"568";13;4;1;3;3;3;5;1;2;1;3;3;1;2;2;2;3;2;1;2;2;;;;1;7;3;3;3;4;2;2;"3";"0.934685791317567";"113788.845454545"
"569";13;4;1;3;3;3;5;3;3;1;1;5;1;2;1;3;3;5;1;2;1;1;2;2;1;6;5;2;3;4;3;1;"3";"0.934685791317567";"113788.845454545"
"570";19;4;1;1;1;1;6;1;2;2;1;2;1;2;2;2;1;2;5;2;1;1;1;2;1;4;6;97;3;2;4;97;"3";"0.934685791317567";"113788.845454545"
"571";13;4;1;3;3;97;5;3;1;1;97;5;97;2;2;3;3;5;1;1;97;97;97;97;1;7;5;97;3;4;3;97;"3";"0.934685791317567";"113788.845454545"
"572";13;4;1;2;3;3;2;2;1;1;1;2;1;2;1;2;3;3;6;1;1;1;1;2;1;2;5;2;2;1;3;1;"3";"0.934685791317567";"113788.845454545"
"573";19;4;1;3;3;3;97;1;3;1;2;5;1;2;2;3;3;5;3;1;1;2;2;2;1;7;5;97;3;4;3;97;"3";"0.934685791317567";"113788.845454545"
"574";19;4;1;1;1;1;1;2;3;1;1;4;1;2;1;1;3;5;6;2;97;97;2;97;1;7;6;5;2;4;4;3;"3";"0.934685791317567";"113788.845454545"
"575";19;4;1;3;3;2;5;4;3;1;2;4;1;1;2;2;2;3;6;97;1;2;1;97;1;6;4;2;2;4;2;1;"3";"0.934685791317567";"113788.845454545"
"576";19;4;1;3;3;1;4;1;3;1;1;5;1;2;2;3;2;5;11;2;1;2;1;1;1;5;5;2;1;3;3;1;"3";"0.934685791317567";"113788.845454545"
"577";19;4;1;3;2;3;3;2;3;1;1;3;2;2;1;2;3;3;6;2;1;2;2;1;1;6;5;2;2;4;3;1;"3";"0.934685791317567";"113788.845454545"
"578";19;4;1;3;3;3;4;2;3;1;1;5;1;2;1;3;3;5;1;2;1;2;2;1;1;3;4;3;3;1;2;2;"3";"0.934685791317567";"113788.845454545"
"579";19;4;1;3;3;1;4;1;3;2;97;4;1;97;2;3;3;4;1;2;1;2;2;1;1;5;5;1;3;3;3;1;"3";"0.934685791317567";"113788.845454545"
"580";19;4;1;3;3;1;5;2;3;1;1;3;1;2;2;3;3;3;1;2;1;1;2;1;1;6;5;2;3;4;3;1;"3";"0.934685791317567";"113788.845454545"
"581";19;4;1;2;2;3;4;4;97;1;3;5;1;2;2;3;3;5;1;2;1;1;1;1;1;6;5;2;3;4;3;1;"3";"0.934685791317567";"113788.845454545"
"582";19;4;1;3;3;2;5;2;3;2;3;5;1;2;2;3;3;5;6;2;1;2;2;2;1;3;5;2;2;1;3;1;"3";"0.934685791317567";"113788.845454545"
"583";19;4;1;2;3;1;4;2;3;1;1;4;2;2;1;3;2;3;1;2;1;1;2;1;1;3;5;97;3;1;3;97;"3";"0.934685791317567";"113788.845454545"
"584";19;4;1;3;3;1;5;2;1;1;1;4;1;2;2;3;2;3;3;2;1;2;2;1;1;7;4;2;3;4;2;1;"3";"0.934685791317567";"113788.845454545"
"585";13;4;1;1;3;1;4;4;3;1;3;5;1;2;1;3;3;5;1;2;1;1;2;2;1;4;5;2;3;2;3;1;"3";"0.934685791317567";"113788.845454545"
"586";13;4;1;3;3;3;4;4;97;97;2;4;1;2;2;3;2;4;1;2;1;1;2;1;1;6;2;1;3;4;1;1;"3";"0.934685791317567";"113788.845454545"
"587";13;4;1;2;3;1;5;3;1;1;2;2;1;2;1;2;1;2;5;2;1;2;2;1;1;4;5;1;3;2;3;1;"3";"0.934685791317567";"113788.845454545"
"588";13;4;1;3;2;3;4;4;3;2;1;3;1;2;2;2;2;2;1;2;1;2;2;2;1;7;6;3;3;4;4;2;"3";"0.934685791317567";"113788.845454545"
"589";13;4;1;2;2;2;1;4;2;1;1;4;1;2;1;3;2;3;97;1;1;2;1;1;1;3;5;2;97;1;3;1;"3";"0.934685791317567";"113788.845454545"
"590";13;4;1;3;3;2;1;4;97;1;2;5;2;2;1;3;3;5;1;2;1;1;1;1;1;6;5;3;3;4;3;2;"3";"0.934685791317567";"113788.845454545"
"591";13;4;1;2;2;97;1;4;1;3;1;3;1;2;2;2;1;2;3;2;1;97;2;1;1;4;2;2;3;2;1;1;"3";"0.934685791317567";"113788.845454545"
"592";13;4;1;2;2;3;1;1;2;1;1;2;1;1;1;1;1;2;6;2;1;1;1;1;1;4;5;1;2;2;3;1;"3";"0.934685791317567";"113788.845454545"
"593";19;4;1;3;3;3;4;2;3;3;1;3;1;2;2;2;2;3;1;2;2;;;;1;4;4;2;3;2;2;1;"3";"0.934685791317567";"113788.845454545"
"594";19;4;1;3;3;97;4;3;2;1;97;5;1;2;2;2;2;3;9;2;1;1;1;1;1;7;4;2;1;4;2;1;"3";"0.934685791317567";"113788.845454545"
"595";19;4;1;3;3;1;4;1;2;1;1;3;1;2;2;3;3;3;3;1;1;2;1;1;1;4;6;2;3;2;4;1;"3";"0.934685791317567";"113788.845454545"
"596";8;4;1;2;2;2;5;2;2;1;1;3;2;2;1;2;3;4;1;2;2;;;;1;2;5;2;3;1;3;1;"3";"0.934685791317567";"113788.845454545"
"597";8;4;1;3;3;3;5;4;3;1;2;4;1;2;2;3;3;5;2;2;2;;;;1;5;5;2;3;3;3;1;"3";"0.934685791317567";"113788.845454545"
"598";8;4;1;3;3;3;4;4;3;1;3;5;1;2;2;3;2;4;4;2;1;1;1;2;1;6;3;1;3;4;2;1;"3";"0.934685791317567";"113788.845454545"
"599";8;4;1;2;2;2;5;4;97;1;1;3;1;2;1;2;2;3;1;2;2;;;;1;7;2;3;3;4;1;2;"3";"0.934685791317567";"113788.845454545"
"600";8;4;1;3;3;3;2;4;97;2;1;5;1;2;2;3;3;5;97;97;1;2;1;1;1;7;5;97;97;4;3;97;"3";"0.934685791317567";"113788.845454545"
"601";13;4;1;2;2;1;1;2;2;97;2;5;1;2;1;1;2;3;7;2;97;1;2;2;1;5;5;2;2;3;3;1;"3";"0.934685791317567";"113788.845454545"
"602";13;4;1;3;3;2;1;3;3;1;1;4;1;2;2;3;3;3;6;1;1;1;2;1;1;3;5;2;2;1;3;1;"3";"0.934685791317567";"113788.845454545"
"603";13;4;1;3;3;1;1;3;97;1;1;5;1;2;2;3;3;3;6;1;1;2;1;1;1;4;5;2;2;2;3;1;"3";"0.934685791317567";"113788.845454545"
"604";25;4;1;3;3;3;4;2;2;1;1;3;1;2;2;3;3;4;1;2;2;;;;1;5;5;1;3;3;3;1;"3";"0.934685791317567";"113788.845454545"
"605";25;4;1;2;2;1;4;2;2;2;2;3;1;2;1;2;1;2;1;2;1;1;2;2;1;5;2;1;3;3;1;1;"3";"0.934685791317567";"113788.845454545"
"606";25;4;1;3;3;3;1;2;97;1;97;2;1;2;1;2;2;2;2;2;1;1;2;97;1;6;5;3;3;4;3;2;"3";"0.934685791317567";"113788.845454545"
"607";25;4;1;3;3;1;1;2;2;1;1;3;1;2;1;2;2;2;6;2;2;;;;1;4;2;1;2;2;1;1;"3";"0.934685791317567";"113788.845454545"
"608";25;4;1;3;2;3;1;2;97;1;1;3;1;2;1;2;2;97;1;2;1;1;2;97;1;6;4;3;3;4;2;2;"3";"0.934685791317567";"113788.845454545"
"609";25;4;1;2;3;1;4;4;2;97;3;5;1;2;1;3;3;3;5;1;1;2;2;1;1;7;2;2;3;4;1;1;"3";"0.934685791317567";"113788.845454545"
"610";25;4;1;2;2;1;3;1;3;1;1;4;1;1;1;3;3;3;1;2;1;2;2;1;1;4;5;2;3;2;3;1;"3";"0.934685791317567";"113788.845454545"
"611";25;4;1;2;3;2;3;1;3;1;1;4;1;2;2;2;2;3;1;2;1;1;1;2;1;3;5;2;3;1;3;1;"3";"0.934685791317567";"113788.845454545"
"612";25;4;1;3;3;2;5;2;1;1;3;5;1;2;2;3;3;5;1;1;1;1;1;2;1;4;5;1;3;2;3;1;"3";"0.934685791317567";"113788.845454545"
"613";25;4;1;2;2;2;3;1;97;1;1;5;1;2;2;2;2;3;5;2;1;2;2;1;1;4;6;1;3;2;4;1;"3";"0.934685791317567";"113788.845454545"
"614";25;4;1;3;3;3;4;3;3;2;3;5;1;2;2;2;2;3;1;2;2;;;;1;6;5;97;3;4;3;97;"3";"0.934685791317567";"113788.845454545"
"615";25;4;1;3;3;2;1;2;3;1;1;4;2;2;2;2;2;5;1;2;1;2;2;1;1;3;5;1;3;1;3;1;"3";"0.934685791317567";"113788.845454545"
"616";25;4;1;3;3;2;1;2;97;1;1;5;1;2;1;3;3;5;2;97;1;2;2;1;1;4;5;3;3;2;3;2;"3";"0.934685791317567";"113788.845454545"
"617";25;4;1;2;3;1;1;2;3;1;1;3;1;2;1;2;2;3;8;2;1;2;2;2;1;2;5;1;2;1;3;1;"3";"0.934685791317567";"113788.845454545"
"618";25;4;1;2;3;2;1;2;3;2;1;4;1;2;1;2;3;4;6;2;1;1;2;2;1;2;6;1;2;1;4;1;"3";"0.934685791317567";"113788.845454545"
