"ID";"P01";"P02";"P03";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_1";"P13_2";"P13_3";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"VD_P19";"VD_IDADE";"VD_ESCOLARIDADE";"VD_RENDA";"VD_TIPOTEL";"W1";"W2"
"1";9;1;2;3;3;3;5;4;97;1;3;5;1;2;2;3;3;4;1;2;1;2;2;1;1;6;2;2;3;4;1;1;"1";"1.61133284053982";"196164"
"2";11;1;2;3;3;1;4;3;97;1;1;4;1;2;97;2;2;4;11;2;1;2;2;97;1;6;2;2;1;4;1;1;"2";"8.22664090825817";"1001513"
"3";12;1;2;1;2;1;5;3;97;1;1;3;1;2;1;3;2;3;1;2;1;2;2;1;1;3;5;2;3;1;3;1;"2";"8.22664090825817";"1001513"
"4";12;1;2;3;3;1;4;1;97;1;1;3;1;2;1;2;3;3;1;97;1;1;2;2;1;2;5;2;3;1;3;1;"2";"8.22664090825817";"1001513"
"5";11;1;1;2;2;1;2;2;2;1;1;3;1;2;2;2;2;3;11;2;1;2;1;1;1;3;6;1;1;1;4;1;"3";"0.45259396350953";"55098.8846153846"
"6";9;1;1;3;1;1;6;4;97;1;1;4;1;2;97;2;2;3;2;1;1;1;2;2;1;4;2;97;3;2;1;97;"3";"0.45259396350953";"55098.8846153846"
"7";9;1;1;3;3;3;5;2;3;2;2;5;1;2;1;3;3;5;1;2;1;1;2;2;1;3;3;2;3;1;2;1;"3";"0.45259396350953";"55098.8846153846"
"8";9;1;1;3;3;2;6;2;97;1;1;3;1;2;1;3;3;3;6;2;1;2;1;1;1;2;4;2;2;1;2;1;"3";"0.45259396350953";"55098.8846153846"
"9";9;1;1;3;3;2;4;1;3;1;2;5;1;2;2;3;2;4;1;2;1;1;2;1;1;6;6;3;3;4;4;2;"3";"0.45259396350953";"55098.8846153846"
"10";9;1;1;3;3;3;4;4;97;1;2;4;1;2;1;3;3;5;1;2;1;2;2;1;1;6;3;2;3;4;2;1;"3";"0.45259396350953";"55098.8846153846"
"11";9;1;1;3;3;97;4;2;97;1;3;5;1;2;2;3;3;5;1;2;2;;;;1;4;5;3;3;2;3;2;"3";"0.45259396350953";"55098.8846153846"
"12";9;1;1;3;3;3;4;2;97;2;3;5;1;2;2;3;3;5;1;2;1;2;2;1;1;5;5;2;3;3;3;1;"3";"0.45259396350953";"55098.8846153846"
"13";9;1;1;2;3;1;1;2;2;1;1;5;1;2;2;2;2;4;6;2;1;1;2;2;1;3;5;2;2;1;3;1;"3";"0.45259396350953";"55098.8846153846"
"14";9;1;1;3;3;2;3;1;3;1;1;2;2;2;1;3;3;5;1;2;1;1;2;1;1;4;6;2;3;2;4;1;"3";"0.45259396350953";"55098.8846153846"
"15";9;1;1;2;3;1;4;2;97;1;1;5;1;2;1;3;2;3;1;2;1;2;2;1;1;4;6;3;3;2;4;2;"3";"0.45259396350953";"55098.8846153846"
"16";12;1;1;2;1;2;3;2;3;1;2;3;1;2;2;2;3;5;1;1;1;2;1;2;1;3;6;3;3;1;4;2;"3";"0.45259396350953";"55098.8846153846"
"17";9;1;1;2;2;97;1;2;2;2;1;3;2;2;1;3;3;4;6;2;2;;;;1;7;2;3;2;4;1;2;"3";"0.45259396350953";"55098.8846153846"
"18";9;1;1;2;3;97;6;2;2;2;1;3;1;1;1;2;1;2;7;2;1;2;2;2;1;5;6;2;2;3;4;1;"3";"0.45259396350953";"55098.8846153846"
"19";11;1;1;2;2;1;3;3;3;2;1;2;1;2;2;2;1;2;8;2;1;2;2;1;1;3;6;2;2;1;4;1;"3";"0.45259396350953";"55098.8846153846"
"20";11;1;1;2;2;1;6;3;2;97;1;4;2;2;1;3;3;4;6;2;1;1;1;2;1;3;5;1;2;1;3;1;"3";"0.45259396350953";"55098.8846153846"
"21";11;1;1;2;3;1;6;2;3;1;1;3;1;2;2;2;2;3;5;2;1;2;2;1;1;3;6;2;3;1;4;1;"3";"0.45259396350953";"55098.8846153846"
"22";11;1;1;3;3;1;5;2;1;1;1;5;1;1;2;3;3;4;2;2;1;1;2;1;1;3;6;2;3;1;4;1;"3";"0.45259396350953";"55098.8846153846"
"23";11;1;1;1;2;1;1;2;2;97;1;3;2;2;1;2;2;3;11;2;97;2;2;1;1;7;2;2;1;4;1;1;"3";"0.45259396350953";"55098.8846153846"
"24";11;1;1;1;1;1;2;1;3;2;1;3;1;2;2;2;3;2;8;2;1;1;2;2;1;1;5;2;2;1;3;1;"3";"0.45259396350953";"55098.8846153846"
"25";12;1;1;2;3;1;5;2;3;1;1;2;1;2;1;3;3;4;1;2;1;2;1;2;1;4;5;3;3;2;3;2;"3";"0.45259396350953";"55098.8846153846"
"26";12;1;1;3;3;2;1;1;3;1;1;4;1;1;1;3;3;4;4;1;1;2;1;2;1;3;6;2;3;1;4;1;"3";"0.45259396350953";"55098.8846153846"
"27";7;1;1;1;1;97;5;4;97;97;2;3;1;2;1;1;1;2;9;2;2;;;;1;5;5;2;1;3;3;1;"3";"0.45259396350953";"55098.8846153846"
"28";7;1;1;2;3;1;1;4;3;2;1;3;2;2;1;2;3;2;6;2;1;1;1;1;1;3;5;1;2;1;3;1;"3";"0.45259396350953";"55098.8846153846"
"29";7;1;1;1;3;3;2;4;2;1;1;4;1;2;1;2;2;1;11;2;1;1;2;1;1;7;3;2;1;4;2;1;"3";"0.45259396350953";"55098.8846153846"
"30";7;1;1;2;2;2;5;2;3;2;1;2;1;1;1;2;1;1;11;2;1;1;1;1;1;5;5;2;1;3;3;1;"3";"0.45259396350953";"55098.8846153846"
"31";9;1;2;3;1;1;5;1;2;1;2;3;1;2;2;2;1;2;10;1;1;1;2;1;1;7;7;3;1;4;4;2;"1";"0.0343395166283147";"4180.5"
"32";12;1;2;3;3;3;5;1;3;1;1;3;1;2;2;3;3;4;1;2;1;2;97;1;1;4;7;2;3;2;4;1;"1";"0.0343395166283147";"4180.5"
"33";9;1;1;3;3;3;97;1;1;1;1;5;1;1;2;3;3;5;1;2;1;2;1;1;1;5;7;4;3;3;4;3;"3";"0.307493409057117";"37434.3125"
"34";9;1;1;3;3;1;2;2;2;1;1;5;1;2;2;2;3;3;5;2;1;1;1;1;1;3;7;3;3;1;4;2;"3";"0.307493409057117";"37434.3125"
"35";9;1;1;2;2;1;4;1;3;1;1;4;1;2;1;2;2;3;11;1;1;2;2;2;1;4;7;5;1;2;4;3;"3";"0.307493409057117";"37434.3125"
"36";9;1;1;3;3;2;5;2;3;1;1;5;1;2;2;3;2;5;5;2;1;2;1;1;1;5;7;3;3;3;4;2;"3";"0.307493409057117";"37434.3125"
"37";9;1;1;3;3;3;4;1;1;1;1;5;1;2;1;1;3;3;1;1;1;2;1;2;1;6;7;4;3;4;4;3;"3";"0.307493409057117";"37434.3125"
"38";9;1;1;1;3;3;5;3;3;1;2;5;1;1;1;3;3;5;1;2;1;1;1;2;1;4;7;3;3;2;4;2;"3";"0.307493409057117";"37434.3125"
"39";9;1;1;2;2;1;4;2;2;1;1;4;1;2;2;3;2;4;5;1;1;2;1;1;1;5;7;2;3;3;4;1;"3";"0.307493409057117";"37434.3125"
"40";9;1;1;3;3;3;4;1;2;2;3;5;1;2;2;2;2;3;6;2;1;2;1;1;1;6;7;1;2;4;4;1;"3";"0.307493409057117";"37434.3125"
"41";11;1;1;3;3;1;1;1;1;2;1;4;1;1;1;3;3;5;2;2;1;1;1;2;1;5;7;2;3;3;4;1;"3";"0.307493409057117";"37434.3125"
"42";11;1;1;2;3;1;4;2;2;2;1;5;1;2;2;3;3;4;1;1;1;2;2;1;1;4;7;4;3;2;4;3;"3";"0.307493409057117";"37434.3125"
"43";11;1;1;3;2;2;6;4;1;1;1;5;2;1;2;3;2;4;1;1;1;2;2;2;1;6;7;3;3;4;4;2;"3";"0.307493409057117";"37434.3125"
"44";12;1;1;1;1;1;4;2;3;1;2;4;1;1;2;2;2;3;4;1;1;2;2;1;1;6;7;4;3;4;4;3;"3";"0.307493409057117";"37434.3125"
"45";12;1;1;2;2;2;5;2;2;1;1;2;1;2;2;2;2;2;9;2;1;1;2;1;1;4;7;3;1;2;4;2;"3";"0.307493409057117";"37434.3125"
"46";7;1;1;3;1;2;4;1;1;1;1;3;1;97;1;2;3;3;4;1;1;2;1;2;1;4;7;5;3;2;4;3;"3";"0.307493409057117";"37434.3125"
"47";7;1;1;3;3;3;4;1;3;1;3;5;1;2;2;3;3;5;1;2;1;2;2;1;1;6;7;5;3;4;4;3;"3";"0.307493409057117";"37434.3125"
"48";7;1;1;3;3;3;4;2;3;1;1;5;1;1;1;3;2;5;1;2;1;2;1;1;1;4;7;4;3;2;4;3;"3";"0.307493409057117";"37434.3125"
"49";7;1;2;2;2;1;4;4;2;1;1;3;1;2;2;2;3;3;1;2;1;1;1;1;2;7;5;3;3;4;3;2;"1";"1.04052719277004";"126674"
"50";11;1;2;3;3;1;4;4;2;1;1;4;1;1;1;3;2;4;7;2;2;;;;2;4;2;2;2;2;1;1;"2";"6.23154004550215";"758629"
"51";7;1;2;1;1;97;5;4;1;3;3;5;1;2;2;3;3;5;1;2;2;;;;2;3;4;2;3;1;2;1;"2";"6.23154004550215";"758629"
"52";9;1;2;3;3;2;6;3;3;97;3;5;1;2;2;3;3;5;6;2;1;2;1;1;2;6;5;4;2;4;3;3;"2";"6.23154004550215";"758629"
"53";9;1;2;3;2;3;4;1;97;2;3;5;1;2;1;3;3;5;3;2;1;2;1;1;2;4;5;3;3;2;3;2;"2";"6.23154004550215";"758629"
"54";11;1;1;3;3;97;1;1;1;1;1;5;2;2;2;3;3;4;3;1;2;;;;2;3;6;1;3;1;4;1;"3";"0.788070402984159";"95939.8571428571"
"55";7;1;1;1;3;1;6;2;3;2;1;4;1;2;2;3;3;4;4;1;1;2;2;2;2;3;5;1;3;1;3;1;"3";"0.788070402984159";"95939.8571428571"
"56";9;1;1;3;3;3;1;4;1;3;1;5;1;2;2;3;3;5;1;2;1;2;2;1;2;3;5;2;3;1;3;1;"3";"0.788070402984159";"95939.8571428571"
"57";9;1;1;2;3;3;4;2;1;1;1;5;1;1;2;3;3;5;1;1;2;;;;2;3;6;2;3;1;4;1;"3";"0.788070402984159";"95939.8571428571"
"58";11;1;1;3;3;3;4;2;3;1;1;3;1;2;1;2;1;1;10;1;1;1;2;2;2;7;2;2;1;4;1;1;"3";"0.788070402984159";"95939.8571428571"
"59";9;1;1;2;3;2;2;2;3;2;1;5;1;2;2;3;3;4;1;2;1;2;2;1;2;4;5;2;3;2;3;1;"3";"0.788070402984159";"95939.8571428571"
"60";9;1;1;2;2;3;6;2;3;1;1;3;1;1;2;3;3;3;6;2;2;;;;2;2;5;2;2;1;3;1;"3";"0.788070402984159";"95939.8571428571"
"61";9;1;1;3;3;2;4;4;97;2;1;5;1;2;2;3;3;4;4;2;1;2;2;1;2;5;4;2;3;3;2;1;"3";"0.788070402984159";"95939.8571428571"
"62";11;1;1;2;2;1;6;2;3;1;1;4;1;2;1;2;2;3;6;1;1;1;1;1;2;3;6;2;2;1;4;1;"3";"0.788070402984159";"95939.8571428571"
"63";11;1;1;1;2;1;5;2;3;2;2;2;2;2;1;3;2;3;7;2;1;1;2;1;2;3;5;2;2;1;3;1;"3";"0.788070402984159";"95939.8571428571"
"64";11;1;1;3;3;2;5;2;3;1;2;3;1;2;2;2;2;3;6;2;1;2;2;1;2;3;5;2;2;1;3;1;"3";"0.788070402984159";"95939.8571428571"
"65";12;1;1;2;2;1;2;4;2;2;3;2;1;2;1;2;2;2;9;2;1;2;2;2;2;1;4;97;1;1;2;97;"3";"0.788070402984159";"95939.8571428571"
"66";12;1;1;2;2;1;97;1;2;1;1;3;1;2;97;3;3;5;2;2;1;1;2;1;2;4;5;3;3;2;3;2;"3";"0.788070402984159";"95939.8571428571"
"67";7;1;1;3;3;3;4;1;97;1;3;5;1;2;2;3;3;5;1;2;1;2;2;1;2;6;6;4;3;4;4;3;"3";"0.788070402984159";"95939.8571428571"
"68";9;1;2;2;3;1;97;1;3;1;1;5;1;2;97;3;3;5;7;2;1;2;1;97;2;4;7;97;2;2;4;97;"1";"0.0172416326761948";"2099"
"69";9;1;2;1;2;2;4;1;2;1;1;3;1;2;2;2;2;2;8;1;1;1;1;1;2;5;7;5;2;3;4;3;"1";"0.0172416326761948";"2099"
"70";12;1;2;2;2;1;4;4;2;1;1;3;1;2;2;2;2;3;1;2;1;2;2;1;2;6;7;5;3;4;4;3;"2";"0.689287453258796";"83914"
"71";7;1;2;3;3;3;97;3;97;1;3;5;1;2;2;2;2;3;5;2;2;;;;2;7;7;3;3;4;4;2;"2";"0.689287453258796";"83914"
"72";7;1;2;1;1;3;3;2;1;1;3;3;1;2;2;2;2;3;5;97;1;97;97;1;2;3;7;4;3;1;4;3;"2";"0.689287453258796";"83914"
"73";9;1;1;2;2;3;3;1;2;1;1;3;1;2;2;2;2;3;3;1;1;1;2;2;2;4;7;4;3;2;4;3;"3";"0.244161999465511";"29724.3333333333"
"74";9;1;1;3;2;1;4;1;97;2;1;5;1;2;2;2;3;4;1;1;1;1;2;2;2;3;7;3;3;1;4;2;"3";"0.244161999465511";"29724.3333333333"
"75";9;1;1;3;2;2;3;1;3;2;1;4;2;2;2;3;3;4;6;2;1;2;2;1;2;4;7;3;2;2;4;2;"3";"0.244161999465511";"29724.3333333333"
"76";9;1;1;3;3;2;4;1;2;2;3;5;1;2;2;3;3;5;6;1;1;2;1;1;2;4;7;5;2;2;4;3;"3";"0.244161999465511";"29724.3333333333"
"77";9;1;1;3;3;3;2;2;1;1;1;4;1;2;2;2;2;3;4;2;1;1;1;2;2;3;7;2;3;1;4;1;"3";"0.244161999465511";"29724.3333333333"
"78";11;1;1;3;3;97;4;1;1;2;3;5;1;2;1;3;3;5;3;2;1;2;2;2;2;5;7;4;3;3;4;3;"3";"0.244161999465511";"29724.3333333333"
"79";11;1;1;3;3;1;4;1;3;1;1;5;1;2;1;3;3;5;1;2;1;2;1;2;2;4;7;4;3;2;4;3;"3";"0.244161999465511";"29724.3333333333"
"80";12;1;1;3;3;3;4;1;3;3;3;5;1;2;2;3;3;5;1;2;1;1;1;1;2;4;7;3;3;2;4;2;"3";"0.244161999465511";"29724.3333333333"
"81";12;1;1;3;3;3;4;1;3;1;3;5;1;2;2;3;3;5;1;1;1;2;2;2;2;4;7;97;3;2;4;97;"3";"0.244161999465511";"29724.3333333333"
"82";12;1;1;3;3;2;6;3;3;2;1;4;1;2;2;2;2;4;1;1;1;2;97;1;2;3;7;97;3;1;4;97;"3";"0.244161999465511";"29724.3333333333"
"83";12;1;1;3;1;2;4;2;3;1;1;3;1;2;2;2;2;2;8;2;1;2;1;2;2;4;7;5;2;2;4;3;"3";"0.244161999465511";"29724.3333333333"
"84";7;1;1;2;2;3;6;2;3;97;1;3;1;2;2;3;3;3;5;1;1;2;2;2;2;4;7;3;3;2;4;2;"3";"0.244161999465511";"29724.3333333333"
"85";7;1;1;2;2;3;4;2;3;1;1;5;1;2;1;3;3;5;4;2;1;2;1;2;2;4;7;5;3;2;4;3;"3";"0.244161999465511";"29724.3333333333"
"86";7;1;1;2;3;1;4;2;2;2;3;5;2;2;2;3;3;5;1;2;1;2;2;1;2;5;7;4;3;3;4;3;"3";"0.244161999465511";"29724.3333333333"
"87";7;1;1;2;2;3;6;1;3;1;1;4;1;2;2;3;3;3;2;2;1;1;2;1;2;6;7;5;3;4;4;3;"3";"0.244161999465511";"29724.3333333333"
"88";18;2;2;3;3;3;5;4;1;97;1;5;97;2;97;3;3;4;97;2;2;;;;1;7;5;1;97;4;3;1;"1";"0.334467412193262";"40718.1333333333"
"89";5;2;2;2;2;1;4;2;3;1;1;5;1;2;1;3;3;5;1;2;1;1;1;1;1;3;5;2;3;1;3;1;"1";"0.334467412193262";"40718.1333333333"
"90";5;2;2;2;3;1;4;2;3;1;1;2;1;2;97;2;1;2;8;2;1;1;97;1;1;6;5;3;2;4;3;2;"1";"0.334467412193262";"40718.1333333333"
"91";5;2;2;3;3;3;5;4;1;2;3;5;2;2;2;3;1;5;1;2;2;;;;1;6;1;2;3;4;1;1;"1";"0.334467412193262";"40718.1333333333"
"92";5;2;2;1;3;1;5;2;1;3;2;3;2;2;1;3;2;3;1;2;1;2;1;1;1;1;2;2;3;1;1;1;"1";"0.334467412193262";"40718.1333333333"
"93";5;2;2;3;3;3;5;4;1;1;1;5;1;2;2;3;3;5;1;2;1;1;2;1;1;7;2;3;3;4;1;2;"1";"0.334467412193262";"40718.1333333333"
"94";5;2;2;2;2;1;4;1;2;2;1;1;1;1;1;3;2;1;11;2;1;2;2;1;1;7;2;2;1;4;1;1;"1";"0.334467412193262";"40718.1333333333"
"95";5;2;2;3;2;3;5;1;3;1;1;3;1;2;1;3;2;3;8;2;1;2;2;1;1;6;5;97;2;4;3;97;"1";"0.334467412193262";"40718.1333333333"
"96";5;2;2;3;3;3;2;1;97;97;1;5;2;2;2;3;3;5;1;2;2;;;;1;6;5;97;3;4;3;97;"1";"0.334467412193262";"40718.1333333333"
"97";5;2;2;3;3;2;4;3;97;1;2;3;1;2;1;2;1;1;7;2;1;2;1;1;1;6;3;2;2;4;2;1;"1";"0.334467412193262";"40718.1333333333"
"98";5;2;2;3;3;3;5;4;1;97;3;5;1;2;2;2;3;3;9;2;1;2;2;1;1;6;2;1;1;4;1;1;"1";"0.334467412193262";"40718.1333333333"
"99";17;2;2;3;3;3;97;2;3;1;1;5;1;1;1;2;2;3;1;2;1;2;97;2;1;4;5;1;3;2;3;1;"1";"0.334467412193262";"40718.1333333333"
"100";17;2;2;3;3;3;3;4;97;2;3;5;2;2;1;1;2;5;1;97;1;1;2;1;1;5;2;2;3;3;1;1;"1";"0.334467412193262";"40718.1333333333"
"101";6;2;2;2;2;3;97;2;97;1;2;3;1;2;2;3;2;3;6;97;2;;;;1;6;5;1;2;4;3;1;"1";"0.334467412193262";"40718.1333333333"
"102";10;2;2;3;1;2;4;3;2;1;2;3;1;2;1;3;2;3;1;2;1;2;2;1;1;3;5;2;3;1;3;1;"1";"0.334467412193262";"40718.1333333333"
"103";17;2;2;2;3;3;6;4;1;3;1;5;1;2;1;2;3;3;6;2;1;1;1;1;1;3;5;2;2;1;3;1;"2";"4.01207814562094";"488431.24"
"104";17;2;2;3;3;1;3;1;3;1;1;5;1;2;1;3;2;3;3;2;2;;;;1;4;6;2;3;2;4;1;"2";"4.01207814562094";"488431.24"
"105";17;2;2;1;2;1;5;2;2;1;1;5;1;2;1;2;3;3;1;2;1;2;1;1;1;5;5;2;3;3;3;1;"2";"4.01207814562094";"488431.24"
"106";17;2;2;1;3;1;5;3;3;2;1;4;2;2;1;2;3;4;1;2;1;1;2;1;1;1;4;97;3;1;2;97;"2";"4.01207814562094";"488431.24"
"107";18;2;2;2;1;2;4;4;97;1;1;5;1;2;2;3;3;4;3;2;1;97;1;97;1;5;2;2;3;3;1;1;"2";"4.01207814562094";"488431.24"
"108";18;2;2;3;3;1;5;2;3;2;1;3;1;2;2;3;3;4;6;2;1;1;2;1;1;5;5;97;2;3;3;97;"2";"4.01207814562094";"488431.24"
"109";18;2;2;3;3;3;1;2;3;1;1;5;2;1;2;2;2;3;5;2;2;;;;1;3;6;1;3;1;4;1;"2";"4.01207814562094";"488431.24"
"110";15;2;2;3;3;97;5;3;1;1;1;5;1;2;2;3;3;5;6;2;2;;;;1;4;5;2;2;2;3;1;"2";"4.01207814562094";"488431.24"
"111";20;2;2;3;3;1;6;4;1;2;3;5;1;2;2;3;3;5;1;2;1;2;2;2;1;6;2;3;3;4;1;2;"2";"4.01207814562094";"488431.24"
"112";2;2;2;3;3;2;5;2;2;1;1;3;1;2;1;2;2;3;8;2;1;1;2;2;1;4;2;2;2;2;1;1;"2";"4.01207814562094";"488431.24"
"113";2;2;2;2;3;2;3;2;97;3;1;3;1;2;2;2;2;3;6;2;1;2;1;2;1;5;3;2;2;3;2;1;"2";"4.01207814562094";"488431.24"
"114";2;2;2;1;2;1;5;4;97;1;2;4;2;2;2;3;3;4;1;2;1;2;2;1;1;7;5;2;3;4;3;1;"2";"4.01207814562094";"488431.24"
"115";6;2;2;3;3;1;4;4;2;97;3;5;2;2;2;3;3;4;10;2;1;1;2;2;1;5;2;2;1;3;1;1;"2";"4.01207814562094";"488431.24"
"116";6;2;2;3;2;1;5;4;97;1;3;5;1;2;1;3;2;3;6;2;1;2;2;1;1;5;3;2;2;3;2;1;"2";"4.01207814562094";"488431.24"
"117";6;2;2;3;3;3;5;4;2;1;97;3;2;2;2;2;2;3;1;2;1;2;2;2;1;5;2;2;3;3;1;1;"2";"4.01207814562094";"488431.24"
"118";5;2;2;3;3;3;4;1;1;1;3;5;1;2;2;3;3;5;1;1;2;;;;1;6;6;2;3;4;4;1;"2";"4.01207814562094";"488431.24"
"119";10;2;2;1;3;1;5;4;97;1;1;3;1;2;1;2;3;3;5;2;2;;;;1;6;5;2;3;4;3;1;"2";"4.01207814562094";"488431.24"
"120";5;2;2;2;3;3;6;2;2;2;1;5;1;2;1;3;3;5;1;2;2;;;;1;3;6;97;3;1;4;97;"2";"4.01207814562094";"488431.24"
"121";5;2;2;2;3;1;5;4;97;1;1;3;1;2;2;2;3;3;1;2;1;2;2;2;1;6;2;97;3;4;1;97;"2";"4.01207814562094";"488431.24"
"122";5;2;2;2;2;2;3;2;3;1;1;3;1;2;1;2;2;3;7;2;1;1;2;2;1;3;5;2;2;1;3;1;"2";"4.01207814562094";"488431.24"
"123";5;2;2;3;3;3;4;2;97;3;3;5;1;2;2;3;3;5;1;2;1;1;2;2;1;3;5;3;3;1;3;2;"2";"4.01207814562094";"488431.24"
"124";5;2;2;3;3;1;1;4;2;2;1;5;1;2;2;3;3;5;1;2;2;;;;1;4;5;2;3;2;3;1;"2";"4.01207814562094";"488431.24"
"125";5;2;2;3;3;1;5;4;97;97;1;2;2;2;1;97;3;97;6;2;97;97;97;2;1;5;1;1;2;3;1;1;"2";"4.01207814562094";"488431.24"
"126";5;2;2;2;3;1;5;2;1;2;1;3;1;2;1;2;1;2;4;2;1;1;2;97;1;3;5;2;3;1;3;1;"2";"4.01207814562094";"488431.24"
"127";5;2;2;3;3;3;5;2;2;1;3;5;1;2;2;2;3;3;1;2;1;2;1;2;1;5;4;1;3;3;2;1;"2";"4.01207814562094";"488431.24"
"128";6;2;1;2;3;3;5;1;2;3;1;5;1;2;1;3;1;5;11;2;1;1;2;2;1;3;5;2;1;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"129";6;2;1;2;2;1;5;4;1;3;2;3;1;2;1;3;2;3;1;2;1;1;2;1;1;6;4;2;3;4;2;1;"3";"0.335748829390731";"40874.1333333333"
"130";10;2;1;2;3;1;5;3;2;2;1;3;1;1;1;2;2;2;8;2;2;;;;1;4;4;97;2;2;2;97;"3";"0.335748829390731";"40874.1333333333"
"131";2;2;1;3;3;97;1;4;97;1;2;3;1;2;2;2;2;3;8;2;2;;;;1;4;6;2;2;2;4;1;"3";"0.335748829390731";"40874.1333333333"
"132";2;2;1;2;3;3;4;2;2;1;1;5;1;2;1;3;3;4;3;2;1;2;2;1;1;1;5;1;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"133";2;2;1;3;3;1;5;3;2;1;2;5;1;2;2;3;2;4;3;2;2;;;;1;7;5;3;3;4;3;2;"3";"0.335748829390731";"40874.1333333333"
"134";2;2;1;2;2;2;2;2;2;1;1;5;2;2;2;3;3;5;1;2;1;1;2;1;1;3;6;2;3;1;4;1;"3";"0.335748829390731";"40874.1333333333"
"135";18;2;1;2;3;3;4;1;3;1;1;4;2;1;1;2;3;5;1;2;1;2;1;1;1;3;5;2;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"136";18;2;1;3;2;3;4;4;2;1;1;5;1;2;2;3;3;5;1;2;1;1;2;1;1;5;5;2;3;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"137";20;2;1;3;2;3;1;2;3;1;1;5;1;1;1;3;3;5;4;1;1;2;1;1;1;3;5;3;3;1;3;2;"3";"0.335748829390731";"40874.1333333333"
"138";10;2;1;2;1;1;1;4;97;3;3;3;97;2;2;97;97;97;4;2;1;1;2;97;1;3;5;2;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"139";6;2;1;2;3;3;5;4;2;2;2;5;1;2;2;3;3;5;1;1;2;;;;1;7;5;2;3;4;3;1;"3";"0.335748829390731";"40874.1333333333"
"140";6;2;1;1;1;2;3;97;2;97;2;4;1;1;1;3;3;4;4;2;97;2;2;2;1;3;5;2;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"141";10;2;1;3;3;3;4;1;97;1;1;5;2;2;1;3;3;5;1;2;2;;;;1;3;5;2;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"142";6;2;1;3;3;3;97;4;97;97;97;5;2;2;2;3;3;5;1;2;97;2;97;2;1;7;5;2;3;4;3;1;"3";"0.335748829390731";"40874.1333333333"
"143";5;2;1;1;1;2;6;3;97;1;1;3;1;1;1;2;2;2;1;2;1;1;2;2;1;3;4;2;3;1;2;1;"3";"0.335748829390731";"40874.1333333333"
"144";5;2;1;1;2;1;6;4;1;97;1;3;1;2;1;3;2;3;6;2;1;2;2;2;1;1;4;2;2;1;2;1;"3";"0.335748829390731";"40874.1333333333"
"145";5;2;1;3;2;2;4;4;3;97;1;4;97;2;2;3;3;4;8;2;2;;;;1;3;5;2;2;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"146";5;2;1;3;3;1;1;3;1;1;1;5;1;2;2;3;2;4;5;2;2;;;;1;5;5;1;3;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"147";5;2;1;3;2;2;6;2;3;2;1;3;1;2;2;2;2;2;1;2;2;;;;1;5;5;1;3;3;3;1;"3";"0.335748829390731";"40874.1333333333"
"148";5;2;1;2;3;3;4;1;3;1;3;5;1;2;2;3;2;5;1;1;1;1;1;1;1;3;5;2;3;1;3;1;"3";"0.335748829390731";"40874.1333333333"
"149";5;2;1;3;3;2;1;4;1;97;1;5;2;1;2;3;3;5;1;2;2;;;;1;3;6;2;3;1;4;1;"3";"0.335748829390731";"40874.1333333333"
"150";10;2;1;1;2;1;3;4;1;1;2;5;1;1;1;3;3;5;1;2;2;;;;1;4;5;2;3;2;3;1;"3";"0.335748829390731";"40874.1333333333"
"151";5;2;1;3;3;1;6;2;2;97;3;5;97;2;2;3;1;5;6;2;1;2;2;1;1;7;5;2;2;4;3;1;"3";"0.335748829390731";"40874.1333333333"
"152";5;2;1;2;3;2;6;2;3;1;1;2;1;2;2;1;1;2;8;2;1;2;2;1;1;6;6;3;2;4;4;2;"3";"0.335748829390731";"40874.1333333333"
"153";5;2;1;3;3;1;1;4;97;1;1;3;1;97;97;2;1;3;1;2;97;2;2;2;1;5;4;2;3;3;2;1;"3";"0.335748829390731";"40874.1333333333"
"154";5;2;1;3;3;1;2;1;1;1;1;3;1;2;1;2;2;3;5;2;1;2;1;1;1;3;6;2;3;1;4;1;"3";"0.335748829390731";"40874.1333333333"
"155";10;2;1;1;2;1;1;4;3;2;1;3;1;2;1;2;2;3;1;2;1;1;2;2;1;4;2;2;3;2;1;1;"3";"0.335748829390731";"40874.1333333333"
"156";5;2;1;3;3;1;5;2;3;1;2;4;1;2;2;3;3;5;3;1;2;;;;1;7;5;2;3;4;3;1;"3";"0.335748829390731";"40874.1333333333"
"157";5;2;1;2;3;3;97;4;97;97;97;4;1;1;2;2;2;3;97;97;97;2;1;2;1;1;4;97;97;1;2;97;"3";"0.335748829390731";"40874.1333333333"
"158";5;2;1;3;3;1;3;2;2;1;1;5;2;2;2;3;3;5;6;2;2;;;;1;4;2;2;2;2;1;1;"3";"0.335748829390731";"40874.1333333333"
